interval_start,interval_end,step,template_label,q0_kwh,qfinal_kwh,load_actual_kwh,pv_actual_kwh,charge_kwh,discharge_kwh,actual_emergency_kwh,planned_emergency_kwh,unused_supply_kwh,soc_before_kwh,soc_after_kwh,price_yuan_per_kwh
2025-02-01 22:10:00,2025-02-01 22:20:00,132,22:10-22:20,1253.1118729166665,1253.1118729166665,371.76981666666666,0.0,833.3333333333333,0.0,0.0,0.0,48.00872291666656,2607.911433439817,3357.911433439817,0.3859
2025-02-01 22:20:00,2025-02-01 22:30:00,133,22:20-22:30,441.02254583333325,441.02254583333325,363.57821666666666,0.0,77.44432916666659,0.0,0.0,0.0,0.0,3357.911433439817,3427.6113296898166,0.4368
2025-02-01 22:30:00,2025-02-01 22:40:00,134,22:30-22:40,1289.78975,1289.78975,359.15666666666664,0.0,833.3333333333333,0.0,0.0,0.0,97.29975000000002,3427.6113296898166,4177.611329689817,0.4198
2025-02-01 22:40:00,2025-02-01 22:50:00,135,22:40-22:50,1270.2754275,1270.2754275,382.05071666666663,0.0,833.3333333333333,0.0,0.0,0.0,54.89137750000009,4177.611329689817,4927.611329689817,0.4186
2025-02-01 22:50:00,2025-02-01 23:00:00,136,22:50-23:00,1245.3146770833332,1245.3146770833332,417.16841666666664,0.0,828.1462604166666,0.0,0.0,0.0,0.0,4927.611329689817,5672.942964064817,0.4241
2025-02-01 23:00:00,2025-02-01 23:10:00,137,23:00-23:10,1235.2867199999998,1235.2867199999998,431.7966666666667,0.0,803.4900533333332,0.0,0.0,0.0,0.0,5672.942964064817,6396.084012064817,0.4237
2025-02-01 23:10:00,2025-02-01 23:20:00,138,23:10-23:20,1245.6817545833333,1245.6817545833333,406.46494999999993,0.0,833.3333333333333,0.0,0.0,0.0,5.8834712500000705,6396.084012064817,7146.084012064817,0.4248
2025-02-01 23:20:00,2025-02-01 23:30:00,139,23:20-23:30,1258.8022058333333,1258.8022058333333,400.95986666666664,0.0,833.3333333333333,0.0,0.0,0.0,24.509005833333504,7146.084012064817,7896.084012064817,0.424
2025-02-01 23:30:00,2025-02-01 23:40:00,140,23:30-23:40,1262.4187916666665,1262.4187916666665,409.945,0.0,833.3333333333333,0.0,0.0,0.0,19.1404583333333,7896.084012064817,8646.084012064817,0.422
2025-02-01 23:40:00,2025-02-01 23:50:00,141,23:40-23:50,1268.3595816666666,1268.3595816666666,387.2367,0.0,833.3333333333333,0.0,0.0,0.0,47.789548333333414,8646.084012064817,9396.084012064817,0.424
2025-02-01 23:50:00,2025-02-02 00:00:00,142,23:50-0:00+1,503.3010254166667,503.3010254166667,454.71015,0.0,48.59087541666668,0.0,0.0,0.0,0.0,9396.084012064817,9439.815799939817,0.4271
2025-02-02 00:00:00,2025-02-02 00:10:00,143,0:00-0:10+1,620.0128333333332,620.0128333333332,580.8233333333333,0.0,39.18949999999995,0.0,0.0,0.0,0.0,9439.815799939817,9475.086349939817,0.4276
