day_index,plan_day,issue_time,planned_initial_energy_kwh,executed_initial_energy_kwh,upstream_planned_initial_energy_kwh,planned_initial_source,q0_source
206,2025-07-26,2025-07-26,5917.95441291759,5899.37436291759,8700.034591582145,previous_confirmed_contract_and_last_release,Q4_causal_callback
207,2025-07-27,2025-07-27,6957.9340085370395,6953.387240018521,8731.812652626895,previous_confirmed_contract_and_last_release,Q4_causal_callback
208,2025-07-28,2025-07-28,5962.5998757407415,5922.885673240741,8527.409355703701,previous_confirmed_contract_and_last_release,Q4_causal_callback
209,2025-07-29,2025-07-29,6186.374601388888,6208.426333888888,10497.282327511886,previous_confirmed_contract_and_last_release,Q4_causal_callback
210,2025-07-30,2025-07-30,5599.822545359496,5585.740170359496,8441.23993761826,previous_confirmed_contract_and_last_release,Q4_causal_callback
211,2025-07-31,2025-07-31,5640.64832459259,5648.1548060740715,7987.70416190741,previous_confirmed_contract_and_last_release,Q4_causal_callback
212,2025-08-01,2025-08-01,6605.278008777405,6576.513258777405,9044.987550730675,previous_confirmed_contract_and_last_release,Q4_causal_callback
213,2025-08-02,2025-08-02,6157.132870558509,6191.592456808509,7014.970787546304,previous_confirmed_contract_and_last_release,Q4_causal_callback
214,2025-08-03,2025-08-03,4813.701093755555,4769.115445607407,7204.754172418519,previous_confirmed_contract_and_last_release,Q4_causal_callback
215,2025-08-04,2025-08-04,4259.694529493407,4261.080563243407,7247.584485638091,previous_confirmed_contract_and_last_release,Q4_causal_callback
216,2025-08-05,2025-08-05,5754.921924074996,5746.500327824996,6731.827893944444,previous_confirmed_contract_and_last_release,Q4_causal_callback
217,2025-08-06,2025-08-06,4949.618482083331,4960.633128333332,7292.746706318928,previous_confirmed_contract_and_last_release,Q4_causal_callback
218,2025-08-07,2025-08-07,3687.4487694712434,3613.2167555823544,5054.488238981481,previous_confirmed_contract_and_last_release,Q4_causal_callback
219,2025-08-08,2025-08-08,3849.584310416666,3821.428969166666,6171.757779848578,previous_confirmed_contract_and_last_release,Q4_causal_callback
220,2025-08-09,2025-08-09,6821.660165833336,6844.472338333336,6548.183326296297,previous_confirmed_contract_and_last_release,Q4_causal_callback
221,2025-08-10,2025-08-10,5467.390616155876,5499.613546711432,6335.691396863523,previous_confirmed_contract_and_last_release,Q4_causal_callback
222,2025-08-11,2025-08-11,4266.437701155554,4269.893307637036,6639.7312408335965,previous_confirmed_contract_and_last_release,Q4_causal_callback
223,2025-08-12,2025-08-12,4739.366183743515,4711.730187493515,7255.528252253699,previous_confirmed_contract_and_last_release,Q4_causal_callback
224,2025-08-13,2025-08-13,2971.687492404434,3017.8801266636933,5022.412267499998,previous_confirmed_contract_and_last_release,Q4_causal_callback
225,2025-08-14,2025-08-14,3336.8545543703754,3362.4520497407457,5029.88151,previous_confirmed_contract_and_last_release,Q4_causal_callback
226,2025-08-15,2025-08-15,2369.0874765302688,2356.492989030269,5573.452811740736,previous_confirmed_contract_and_last_release,Q4_causal_callback
227,2025-08-16,2025-08-16,3130.5974302305685,3053.7711764805686,5484.779283821899,previous_confirmed_contract_and_last_release,Q4_causal_callback
228,2025-08-17,2025-08-17,3308.0588558333293,3345.4043743518478,5198.940671925922,previous_confirmed_contract_and_last_release,Q4_causal_callback
229,2025-08-18,2025-08-18,2824.1736299309478,2791.1323574309476,5423.661813860328,previous_confirmed_contract_and_last_release,Q4_causal_callback
230,2025-08-19,2025-08-19,2656.7148081134205,2681.4607431134204,5677.164098530639,previous_confirmed_contract_and_last_release,Q4_causal_callback
231,2025-08-20,2025-08-20,2012.0688812622357,1992.7167812622356,4878.630150462964,previous_confirmed_contract_and_last_release,Q4_causal_callback
232,2025-08-21,2025-08-21,2684.495040205007,2731.284855019822,4710.339824814814,previous_confirmed_contract_and_last_release,Q4_causal_callback
233,2025-08-22,2025-08-22,2192.2683357944443,2164.4467107944442,5079.733051925925,previous_confirmed_contract_and_last_release,Q4_causal_callback
234,2025-08-23,2025-08-23,3440.5910192831807,3483.088727616514,4740.67601212963,previous_confirmed_contract_and_last_release,Q4_causal_callback
235,2025-08-24,2025-08-24,5378.242403582562,5381.912459138117,4872.724347611113,previous_confirmed_contract_and_last_release,Q4_causal_callback
236,2025-08-25,2025-08-25,3001.8439210518504,3022.441161792591,5204.931048292591,previous_confirmed_contract_and_last_release,Q4_causal_callback
237,2025-08-26,2025-08-26,2351.653872108236,2351.6428471082363,4660.599788742594,previous_confirmed_contract_and_last_release,Q4_causal_callback
238,2025-08-27,2025-08-27,2636.1874568657404,2645.6959981157406,4999.663598851849,previous_confirmed_contract_and_last_release,Q4_causal_callback
239,2025-08-28,2025-08-28,2119.9019174259297,2107.9121682592627,5065.3547501454095,previous_confirmed_contract_and_last_release,Q4_causal_callback
240,2025-08-29,2025-08-29,2346.2802043055585,2406.4858580555588,4524.095631296298,previous_confirmed_contract_and_last_release,Q4_causal_callback
241,2025-08-30,2025-08-30,6228.044437731485,6237.915476481485,5026.633093592596,previous_confirmed_contract_and_last_release,Q4_causal_callback
242,2025-08-31,2025-08-31,5530.666605450617,5531.879503598765,4524.448005000001,previous_confirmed_contract_and_last_release,Q4_causal_callback
243,2025-09-01,2025-09-01,2660.0195855555576,2788.183312407409,5315.952841396891,previous_confirmed_contract_and_last_release,Q4_causal_callback
244,2025-09-02,2025-09-02,5980.05997506934,5986.29528006934,8460.48079240803,previous_confirmed_contract_and_last_release,Q4_causal_callback
245,2025-09-03,2025-09-03,6017.3199854849145,6046.456457984915,8433.903964428915,previous_confirmed_contract_and_last_release,Q4_causal_callback
246,2025-09-04,2025-09-04,6220.85094643491,6297.42552268491,9039.289682016672,previous_confirmed_contract_and_last_release,Q4_causal_callback
247,2025-09-05,2025-09-05,6573.128323524078,6516.799993524078,8748.203650816646,previous_confirmed_contract_and_last_release,Q4_causal_callback
248,2025-09-06,2025-09-06,9297.963251157407,9242.138084907407,9204.017559999991,previous_confirmed_contract_and_last_release,Q4_causal_callback
249,2025-09-07,2025-09-07,9642.124677444444,9640.385751518517,9272.125107407408,previous_confirmed_contract_and_last_release,Q4_causal_callback
250,2025-09-08,2025-09-08,6184.20463242963,6117.556013679629,9091.227790370373,previous_confirmed_contract_and_last_release,Q4_causal_callback
251,2025-09-09,2025-09-09,6769.897620430953,6730.710390430952,5062.52676,previous_confirmed_contract_and_last_release,Q4_causal_callback
252,2025-09-10,2025-09-10,7014.623537508416,6986.569153758416,6535.505150594447,previous_confirmed_contract_and_last_release,Q4_causal_callback
253,2025-09-11,2025-09-11,6013.272562592595,5996.259802592595,5122.368935111482,previous_confirmed_contract_and_last_release,Q4_causal_callback
254,2025-09-12,2025-09-12,6513.838546432331,6497.697968932332,6871.378742762039,previous_confirmed_contract_and_last_release,Q4_causal_callback
255,2025-09-13,2025-09-13,8515.063703906828,8547.588215156828,6646.719303358027,previous_confirmed_contract_and_last_release,Q4_causal_callback
256,2025-09-14,2025-09-14,10795.662546296297,10800.0,6895.627064259716,previous_confirmed_contract_and_last_release,Q4_causal_callback
257,2025-09-15,2025-09-15,5978.878348472226,5944.103537222226,5930.585138351859,previous_confirmed_contract_and_last_release,Q4_causal_callback
258,2025-09-16,2025-09-16,4806.473243611111,4806.620039907407,4126.378372222222,previous_confirmed_contract_and_last_release,Q4_causal_callback
259,2025-09-17,2025-09-17,3291.206002866511,3232.444336199844,3716.1289029629615,previous_confirmed_contract_and_last_release,Q4_causal_callback
260,2025-09-18,2025-09-18,6111.709687055559,6062.182162055559,3948.875705648148,previous_confirmed_contract_and_last_release,Q4_causal_callback
261,2025-09-19,2025-09-19,4609.7033175185215,4649.350953768521,4105.164259166666,previous_confirmed_contract_and_last_release,Q4_causal_callback
262,2025-09-20,2025-09-20,7351.532020738427,7362.608774488426,4238.397201111111,previous_confirmed_contract_and_last_release,Q4_causal_callback
263,2025-09-21,2025-09-21,7850.552592005402,7833.094666079477,4523.155105283513,previous_confirmed_contract_and_last_release,Q4_causal_callback
264,2025-09-22,2025-09-22,4578.915614914354,4620.070289914354,4170.506296296297,previous_confirmed_contract_and_last_release,Q4_causal_callback
265,2025-09-23,2025-09-23,3393.0537739074066,3461.4443757592585,3904.6965193518527,previous_confirmed_contract_and_last_release,Q4_causal_callback
266,2025-09-24,2025-09-24,2165.365361675356,2282.115463527208,4085.361012222223,previous_confirmed_contract_and_last_release,Q4_causal_callback
267,2025-09-25,2025-09-25,2404.7724940231524,2414.2343552731527,4293.843580896623,previous_confirmed_contract_and_last_release,Q4_causal_callback
268,2025-09-26,2025-09-26,3533.072970282558,3504.7288765325575,4139.202775274582,previous_confirmed_contract_and_last_release,Q4_causal_callback
269,2025-09-27,2025-09-27,8748.783675972227,8737.419432222227,4726.075051715372,previous_confirmed_contract_and_last_release,Q4_causal_callback
270,2025-09-28,2025-09-28,8269.236773359215,8258.912523359215,4035.349361111111,previous_confirmed_contract_and_last_release,Q4_causal_callback
271,2025-09-29,2025-09-29,6380.42554491229,6325.463713847475,4383.653743399254,previous_confirmed_contract_and_last_release,Q4_causal_callback
272,2025-09-30,2025-09-30,5035.993885287517,4978.284816537517,4134.807060135392,previous_confirmed_contract_and_last_release,Q4_causal_callback
273,2025-10-01,2025-10-01,3753.076653539628,3753.417723539628,4166.743123148148,previous_confirmed_contract_and_last_release,Q4_causal_callback
274,2025-10-02,2025-10-02,4891.110956191107,4868.126233968885,6561.247547925238,previous_confirmed_contract_and_last_release,Q4_causal_callback
275,2025-10-03,2025-10-03,6413.00076310757,6415.14131185757,6894.469465555559,previous_confirmed_contract_and_last_release,Q4_causal_callback
276,2025-10-04,2025-10-04,10557.28241703704,10531.96171953704,6640.090102749696,previous_confirmed_contract_and_last_release,Q4_causal_callback
277,2025-10-05,2025-10-05,10111.057100972223,10065.219511574074,6545.350377303702,previous_confirmed_contract_and_last_release,Q4_causal_callback
278,2025-10-06,2025-10-06,4625.876759236281,4618.408712986281,6447.997552715007,previous_confirmed_contract_and_last_release,Q4_causal_callback
279,2025-10-07,2025-10-07,5124.653144444441,5133.146519444441,5538.474756699692,previous_confirmed_contract_and_last_release,Q4_causal_callback
280,2025-10-08,2025-10-08,8530.597473611278,8455.41871861128,6857.56989898111,previous_confirmed_contract_and_last_release,Q4_causal_callback
281,2025-10-09,2025-10-09,6820.356194674795,6812.347484674795,5337.574333639447,previous_confirmed_contract_and_last_release,Q4_causal_callback
282,2025-10-10,2025-10-10,7387.871265703702,7384.842360703702,5477.137740500002,previous_confirmed_contract_and_last_release,Q4_causal_callback
283,2025-10-11,2025-10-11,9289.42972103704,9276.349996287041,4954.516348282885,previous_confirmed_contract_and_last_release,Q4_causal_callback
284,2025-10-12,2025-10-12,9058.054374166673,9042.541920462969,5394.984516942847,previous_confirmed_contract_and_last_release,Q4_causal_callback
285,2025-10-13,2025-10-13,6144.97161948628,6142.85384448628,4902.921931352314,previous_confirmed_contract_and_last_release,Q4_causal_callback
286,2025-10-14,2025-10-14,7168.357660769446,7195.289677019446,5326.736689296297,previous_confirmed_contract_and_last_release,Q4_causal_callback
287,2025-10-15,2025-10-15,6383.2172853200445,6369.38260013486,4491.619887407406,previous_confirmed_contract_and_last_release,Q4_causal_callback
288,2025-10-16,2025-10-16,5742.3545381726635,5739.909477987478,4054.7622375,previous_confirmed_contract_and_last_release,Q4_causal_callback
289,2025-10-17,2025-10-17,6108.414075305557,6069.461557805556,4151.318894999999,previous_confirmed_contract_and_last_release,Q4_causal_callback
290,2025-10-18,2025-10-18,7295.30247949074,7318.6887357407395,3981.811273833336,previous_confirmed_contract_and_last_release,Q4_causal_callback
291,2025-10-19,2025-10-19,8473.637904474535,8497.038376696757,4527.369031944444,previous_confirmed_contract_and_last_release,Q4_causal_callback
292,2025-10-20,2025-10-20,5502.142039166668,5483.203409537038,4247.77551287037,previous_confirmed_contract_and_last_release,Q4_causal_callback
293,2025-10-21,2025-10-21,5955.284952776849,5902.569100924998,4045.216444492781,previous_confirmed_contract_and_last_release,Q4_causal_callback
294,2025-10-22,2025-10-22,6436.599779561915,6444.467298311915,4155.430281335935,previous_confirmed_contract_and_last_release,Q4_causal_callback
295,2025-10-23,2025-10-23,5804.442732231939,5799.249698481939,3834.869769166667,previous_confirmed_contract_and_last_release,Q4_causal_callback
296,2025-10-24,2025-10-24,6272.483077314811,6254.601577314811,4457.635984003919,previous_confirmed_contract_and_last_release,Q4_causal_callback
297,2025-10-25,2025-10-25,7453.93369927454,7463.299166774541,3990.798000277777,previous_confirmed_contract_and_last_release,Q4_causal_callback
298,2025-10-26,2025-10-26,5546.186319668316,5557.12577337202,4154.0653139629685,previous_confirmed_contract_and_last_release,Q4_causal_callback
299,2025-10-27,2025-10-27,5831.700006124226,5850.9560153834855,4580.207247611115,previous_confirmed_contract_and_last_release,Q4_causal_callback
300,2025-10-28,2025-10-28,5998.044285674162,6003.379660674163,4191.626975185186,previous_confirmed_contract_and_last_release,Q4_causal_callback
301,2025-10-29,2025-10-29,6068.190761258099,6061.946392508099,4315.683212222224,previous_confirmed_contract_and_last_release,Q4_causal_callback
302,2025-10-30,2025-10-30,5957.882858406635,5958.670349147375,4042.248073703704,previous_confirmed_contract_and_last_release,Q4_causal_callback
303,2025-10-31,2025-10-31,5534.483657397002,5548.003798647002,4080.522447503704,previous_confirmed_contract_and_last_release,Q4_causal_callback
304,2025-11-01,2025-11-01,7826.562493639078,7805.144107157596,4537.758084537041,previous_confirmed_contract_and_last_release,Q4_causal_callback
305,2025-11-02,2025-11-02,8549.350076162502,8547.438196532872,4758.914938461821,previous_confirmed_contract_and_last_release,Q4_causal_callback
306,2025-11-03,2025-11-03,5838.410470757889,5862.748035572704,4083.5037904328856,previous_confirmed_contract_and_last_release,Q4_causal_callback
307,2025-11-04,2025-11-04,5744.956735901296,5752.951728401296,4467.501108887371,previous_confirmed_contract_and_last_release,Q4_causal_callback
308,2025-11-05,2025-11-05,5360.24476006882,5361.94138381882,4069.815099629629,previous_confirmed_contract_and_last_release,Q4_causal_callback
309,2025-11-06,2025-11-06,5688.53433738066,5738.691976269549,4405.031374453703,previous_confirmed_contract_and_last_release,Q4_causal_callback
310,2025-11-07,2025-11-07,5328.041737008344,5370.6318557583445,4203.363159445133,previous_confirmed_contract_and_last_release,Q4_causal_callback
311,2025-11-08,2025-11-08,8601.153670138889,8588.415268888888,4502.830078611113,previous_confirmed_contract_and_last_release,Q4_causal_callback
312,2025-11-09,2025-11-09,8615.744645685187,8610.335520685187,4530.885381342593,previous_confirmed_contract_and_last_release,Q4_causal_callback
313,2025-11-10,2025-11-10,7699.085998703181,7679.218719953181,4266.863525462964,previous_confirmed_contract_and_last_release,Q4_causal_callback
314,2025-11-11,2025-11-11,7445.584900046296,7477.185081296296,4218.848534999998,previous_confirmed_contract_and_last_release,Q4_causal_callback
315,2025-11-12,2025-11-12,4087.567940110202,4071.207028073165,4174.24292780667,previous_confirmed_contract_and_last_release,Q4_causal_callback
316,2025-11-13,2025-11-13,5535.36312073148,5520.4739069814805,4704.094751351857,previous_confirmed_contract_and_last_release,Q4_causal_callback
317,2025-11-14,2025-11-14,4866.040264258073,4889.244919258073,4578.48221475926,previous_confirmed_contract_and_last_release,Q4_causal_callback
318,2025-11-15,2025-11-15,10046.955392141412,10049.54135839141,4564.39700172223,previous_confirmed_contract_and_last_release,Q4_causal_callback
319,2025-11-16,2025-11-16,9341.06390962963,9363.369849444445,4659.533143588705,previous_confirmed_contract_and_last_release,Q4_causal_callback
320,2025-11-17,2025-11-17,8302.073741322225,8264.15343576667,4395.949331018522,previous_confirmed_contract_and_last_release,Q4_causal_callback
321,2025-11-18,2025-11-18,7991.576832203706,8024.8398347037055,4550.432068419294,previous_confirmed_contract_and_last_release,Q4_causal_callback
322,2025-11-19,2025-11-19,6543.84668707407,6585.84994633333,4594.390897509265,previous_confirmed_contract_and_last_release,Q4_causal_callback
323,2025-11-20,2025-11-20,7814.919876658334,7762.799654436112,4549.461931574073,previous_confirmed_contract_and_last_release,Q4_causal_callback
324,2025-11-21,2025-11-21,7589.270726292854,7584.787931292854,4704.481269529597,previous_confirmed_contract_and_last_release,Q4_causal_callback
325,2025-11-22,2025-11-22,9719.213872296305,9774.228262296303,4708.304191555327,previous_confirmed_contract_and_last_release,Q4_causal_callback
326,2025-11-23,2025-11-23,9894.319268435189,9909.08513417593,4427.2712742435215,previous_confirmed_contract_and_last_release,Q4_causal_callback
327,2025-11-24,2025-11-24,8690.903485509261,8698.15264425926,4219.184483950786,previous_confirmed_contract_and_last_release,Q4_causal_callback
328,2025-11-25,2025-11-25,7729.587657314818,7687.140949814819,4273.00798842592,previous_confirmed_contract_and_last_release,Q4_causal_callback
329,2025-11-26,2025-11-26,6508.296243274808,6506.609493274808,4592.429083851856,previous_confirmed_contract_and_last_release,Q4_causal_callback
330,2025-11-27,2025-11-27,6436.760132652404,6435.565495152404,4907.380117796294,previous_confirmed_contract_and_last_release,Q4_causal_callback
331,2025-11-28,2025-11-28,6777.921679276943,6796.755964276943,4349.087402777777,previous_confirmed_contract_and_last_release,Q4_causal_callback
332,2025-11-29,2025-11-29,9801.140710819136,9773.310502069136,4656.473168443534,previous_confirmed_contract_and_last_release,Q4_causal_callback
333,2025-11-30,2025-11-30,9605.603727962964,9548.477612222223,4124.285683240741,previous_confirmed_contract_and_last_release,Q4_causal_callback
334,2025-12-01,2025-12-01,7703.117668605513,7699.390652355513,4009.3377369444447,previous_confirmed_contract_and_last_release,Q4_causal_callback
335,2025-12-02,2025-12-02,4887.254100055555,4803.84774561111,4320.450569351852,previous_confirmed_contract_and_last_release,Q4_causal_callback
336,2025-12-03,2025-12-03,7910.849253101854,7918.872741851854,3899.547149351852,previous_confirmed_contract_and_last_release,Q4_causal_callback
337,2025-12-04,2025-12-04,8249.43324924074,8245.63130424074,4498.014249055588,previous_confirmed_contract_and_last_release,Q4_causal_callback
338,2025-12-05,2025-12-05,7992.2310505463,8009.0645342963,5323.78499268519,previous_confirmed_contract_and_last_release,Q4_causal_callback
339,2025-12-06,2025-12-06,9731.655453107225,9684.824920607227,4106.910369259259,previous_confirmed_contract_and_last_release,Q4_causal_callback
340,2025-12-07,2025-12-07,9180.477734722224,9178.865697685189,4112.815348981481,previous_confirmed_contract_and_last_release,Q4_causal_callback
341,2025-12-08,2025-12-08,8292.063002211245,8306.707164711246,4214.6695131481465,previous_confirmed_contract_and_last_release,Q4_causal_callback
342,2025-12-09,2025-12-09,6237.458949838334,6263.737888588334,4961.739563462967,previous_confirmed_contract_and_last_release,Q4_causal_callback
343,2025-12-10,2025-12-10,4371.682544989312,4381.111379989312,4664.08391553101,previous_confirmed_contract_and_last_release,Q4_causal_callback
344,2025-12-11,2025-12-11,5730.491614647376,5723.175312147376,5164.44773855983,previous_confirmed_contract_and_last_release,Q4_causal_callback
345,2025-12-12,2025-12-12,7617.479646361113,7609.698722611112,5471.598112500007,previous_confirmed_contract_and_last_release,Q4_causal_callback
346,2025-12-13,2025-12-13,10482.84356976852,10481.81021601852,5004.958646930047,previous_confirmed_contract_and_last_release,Q4_causal_callback
347,2025-12-14,2025-12-14,10479.561206859851,10479.449382785777,4510.910159999999,previous_confirmed_contract_and_last_release,Q4_causal_callback
348,2025-12-15,2025-12-15,4144.983905613866,4129.972280613866,4704.757003840878,previous_confirmed_contract_and_last_release,Q4_causal_callback
349,2025-12-16,2025-12-16,6782.948559111108,6824.853684111107,5274.149402153864,previous_confirmed_contract_and_last_release,Q4_causal_callback
350,2025-12-17,2025-12-17,9798.247543850739,9763.935760100738,5265.736544679272,previous_confirmed_contract_and_last_release,Q4_causal_callback
351,2025-12-18,2025-12-18,7534.329033640837,7578.060533640837,5588.214757296303,previous_confirmed_contract_and_last_release,Q4_causal_callback
352,2025-12-19,2025-12-19,8017.093499783699,8012.704499783699,5190.810998811113,previous_confirmed_contract_and_last_release,Q4_causal_callback
353,2025-12-20,2025-12-20,10239.981086768523,10266.234930518522,4476.29100879241,previous_confirmed_contract_and_last_release,Q4_causal_callback
354,2025-12-21,2025-12-21,10594.625456629625,10625.78375755555,5129.964354028707,previous_confirmed_contract_and_last_release,Q4_causal_callback
355,2025-12-22,2025-12-22,7947.458637037033,7952.300164537033,4940.67943911111,previous_confirmed_contract_and_last_release,Q4_causal_callback
356,2025-12-23,2025-12-23,6110.68111476852,6087.960168518521,4623.528638694222,previous_confirmed_contract_and_last_release,Q4_causal_callback
357,2025-12-24,2025-12-24,7096.22032851852,7090.15932388889,4895.459566943304,previous_confirmed_contract_and_last_release,Q4_causal_callback
358,2025-12-25,2025-12-25,9591.274857824075,9586.195494074076,4674.182289733333,previous_confirmed_contract_and_last_release,Q4_causal_callback
359,2025-12-26,2025-12-26,6392.298597388889,6394.202187388889,4515.3179705092325,previous_confirmed_contract_and_last_release,Q4_causal_callback
360,2025-12-27,2025-12-27,10800.0,10800.0,5054.029003934839,previous_confirmed_contract_and_last_release,Q4_causal_callback
361,2025-12-28,2025-12-28,10572.265519733077,10591.039647233076,4956.832541145433,previous_confirmed_contract_and_last_release,Q4_causal_callback
362,2025-12-29,2025-12-29,6805.528741480348,6818.124391480348,4961.804854907406,previous_confirmed_contract_and_last_release,Q4_causal_callback
363,2025-12-30,2025-12-30,7559.437963266801,7506.994588174208,5011.212664712619,previous_confirmed_contract_and_last_release,Q4_causal_callback
364,2025-12-31,2025-12-31,7660.845656804983,7678.66644384202,4920.447042506391,previous_confirmed_contract_and_last_release,Q4_causal_callback
