day_index,plan_day,issue_time,planned_initial_energy_kwh,executed_initial_energy_kwh,upstream_planned_initial_energy_kwh,planned_initial_source,q0_source
206,2025-07-26,2025-07-26,2960.013608703703,2941.433558703703,8700.034591582145,previous_confirmed_contract_and_last_release,Q4_causal_callback
207,2025-07-27,2025-07-27,4116.583365400466,4112.036596881948,8731.812652626895,previous_confirmed_contract_and_last_release,Q4_causal_callback
208,2025-07-28,2025-07-28,2958.183081039351,2918.468878539351,8527.409355703701,previous_confirmed_contract_and_last_release,Q4_causal_callback
209,2025-07-29,2025-07-29,4576.146587013893,4598.198319513893,10497.282327511886,previous_confirmed_contract_and_last_release,Q4_causal_callback
210,2025-07-30,2025-07-30,3915.2536330484572,3901.171258048457,8441.23993761826,previous_confirmed_contract_and_last_release,Q4_causal_callback
211,2025-07-31,2025-07-31,3930.168568372685,3937.6750498541664,7987.70416190741,previous_confirmed_contract_and_last_release,Q4_causal_callback
212,2025-08-01,2025-08-01,5377.137456788982,5348.372706788981,9044.987550730675,previous_confirmed_contract_and_last_release,Q4_causal_callback
213,2025-08-02,2025-08-02,3891.842874201853,3926.302460451853,7014.970787546304,previous_confirmed_contract_and_last_release,Q4_causal_callback
214,2025-08-03,2025-08-03,4813.701093755555,4769.115445607407,7204.754172418519,previous_confirmed_contract_and_last_release,Q4_causal_callback
215,2025-08-04,2025-08-04,2689.616173842591,2691.002207592591,7247.584485638091,previous_confirmed_contract_and_last_release,Q4_causal_callback
216,2025-08-05,2025-08-05,5754.921924074996,5746.500327824996,6731.827893944444,previous_confirmed_contract_and_last_release,Q4_causal_callback
217,2025-08-06,2025-08-06,4949.618482083331,4960.633128333332,7292.746706318928,previous_confirmed_contract_and_last_release,Q4_causal_callback
218,2025-08-07,2025-08-07,3687.4487694712434,3613.2167555823544,5054.488238981481,previous_confirmed_contract_and_last_release,Q4_causal_callback
219,2025-08-08,2025-08-08,3849.584310416666,3821.428969166666,6171.757779848578,previous_confirmed_contract_and_last_release,Q4_causal_callback
220,2025-08-09,2025-08-09,6821.660165833336,6844.472338333336,6548.183326296297,previous_confirmed_contract_and_last_release,Q4_causal_callback
221,2025-08-10,2025-08-10,5467.390616155876,5499.613546711432,6335.691396863523,previous_confirmed_contract_and_last_release,Q4_causal_callback
222,2025-08-11,2025-08-11,4266.437701155554,4269.893307637036,6639.7312408335965,previous_confirmed_contract_and_last_release,Q4_causal_callback
223,2025-08-12,2025-08-12,4739.366183743515,4711.730187493515,7255.528252253699,previous_confirmed_contract_and_last_release,Q4_causal_callback
224,2025-08-13,2025-08-13,2971.687492404434,3017.8801266636933,5022.412267499998,previous_confirmed_contract_and_last_release,Q4_causal_callback
225,2025-08-14,2025-08-14,3336.8545543703754,3362.4520497407457,5029.88151,previous_confirmed_contract_and_last_release,Q4_causal_callback
226,2025-08-15,2025-08-15,2300.708738666668,2288.1142511666685,5573.452811740736,previous_confirmed_contract_and_last_release,Q4_causal_callback
227,2025-08-16,2025-08-16,3130.5974302305685,3053.7711764805686,5484.779283821899,previous_confirmed_contract_and_last_release,Q4_causal_callback
228,2025-08-17,2025-08-17,3308.0588558333293,3345.4043743518478,5198.940671925922,previous_confirmed_contract_and_last_release,Q4_causal_callback
229,2025-08-18,2025-08-18,2824.1736299309478,2791.1323574309476,5423.661813860328,previous_confirmed_contract_and_last_release,Q4_causal_callback
230,2025-08-19,2025-08-19,2645.4917933911984,2670.2377283911983,5677.164098530639,previous_confirmed_contract_and_last_release,Q4_causal_callback
231,2025-08-20,2025-08-20,2012.0688812622357,1992.7167812622356,4878.630150462964,previous_confirmed_contract_and_last_release,Q4_causal_callback
232,2025-08-21,2025-08-21,2684.495040205007,2731.284855019822,4710.339824814814,previous_confirmed_contract_and_last_release,Q4_causal_callback
233,2025-08-22,2025-08-22,2181.9231712111105,2154.1015462111104,5079.733051925925,previous_confirmed_contract_and_last_release,Q4_causal_callback
234,2025-08-23,2025-08-23,3440.5910192831807,3483.088727616514,4740.67601212963,previous_confirmed_contract_and_last_release,Q4_causal_callback
235,2025-08-24,2025-08-24,5378.242403582562,5381.912459138117,4872.724347611113,previous_confirmed_contract_and_last_release,Q4_causal_callback
236,2025-08-25,2025-08-25,3001.8439210518504,3022.441161792591,5204.931048292591,previous_confirmed_contract_and_last_release,Q4_causal_callback
237,2025-08-26,2025-08-26,2351.653872108236,2351.6428471082363,4660.599788742594,previous_confirmed_contract_and_last_release,Q4_causal_callback
238,2025-08-27,2025-08-27,2636.1874568657404,2645.6959981157406,4999.663598851849,previous_confirmed_contract_and_last_release,Q4_causal_callback
239,2025-08-28,2025-08-28,2119.9019174259297,2107.9121682592627,5065.3547501454095,previous_confirmed_contract_and_last_release,Q4_causal_callback
240,2025-08-29,2025-08-29,2346.2802043055585,2406.4858580555588,4524.095631296298,previous_confirmed_contract_and_last_release,Q4_causal_callback
241,2025-08-30,2025-08-30,5905.941830368056,5915.8128691180555,5026.633093592596,previous_confirmed_contract_and_last_release,Q4_causal_callback
242,2025-08-31,2025-08-31,5530.666605450619,5531.879503598767,4524.448005000001,previous_confirmed_contract_and_last_release,Q4_causal_callback
243,2025-09-01,2025-09-01,2660.0195855555576,2788.183312407409,5315.952841396891,previous_confirmed_contract_and_last_release,Q4_causal_callback
244,2025-09-02,2025-09-02,3269.623864796006,3275.8591697960055,8460.48079240803,previous_confirmed_contract_and_last_release,Q4_causal_callback
245,2025-09-03,2025-09-03,3728.938413087196,3758.0748855871957,8433.903964428915,previous_confirmed_contract_and_last_release,Q4_causal_callback
246,2025-09-04,2025-09-04,3794.206063534725,3870.7806397847253,9039.289682016672,previous_confirmed_contract_and_last_release,Q4_causal_callback
247,2025-09-05,2025-09-05,4123.459848199073,4067.1315181990735,8748.203650816646,previous_confirmed_contract_and_last_release,Q4_causal_callback
248,2025-09-06,2025-09-06,6308.114211884259,6252.289045634259,9204.017559999991,previous_confirmed_contract_and_last_release,Q4_causal_callback
249,2025-09-07,2025-09-07,6679.05743475849,6677.3185088325645,9272.125107407408,previous_confirmed_contract_and_last_release,Q4_causal_callback
250,2025-09-08,2025-09-08,3227.230735882561,3160.582117132561,9091.227790370373,previous_confirmed_contract_and_last_release,Q4_causal_callback
251,2025-09-09,2025-09-09,6767.813950404102,6728.626720404101,5062.52676,previous_confirmed_contract_and_last_release,Q4_causal_callback
252,2025-09-10,2025-09-10,7014.623537508416,6986.569153758416,6535.505150594447,previous_confirmed_contract_and_last_release,Q4_causal_callback
253,2025-09-11,2025-09-11,6299.712135866534,6282.699375866534,5122.368935111482,previous_confirmed_contract_and_last_release,Q4_causal_callback
254,2025-09-12,2025-09-12,6513.838546432331,6497.697968932332,6871.378742762039,previous_confirmed_contract_and_last_release,Q4_causal_callback
255,2025-09-13,2025-09-13,8712.196181869791,8724.63644311979,6646.719303358027,previous_confirmed_contract_and_last_release,Q4_causal_callback
256,2025-09-14,2025-09-14,10795.662546296297,10800.0,6895.627064259716,previous_confirmed_contract_and_last_release,Q4_causal_callback
257,2025-09-15,2025-09-15,5978.878348472226,5944.103537222226,5930.585138351859,previous_confirmed_contract_and_last_release,Q4_causal_callback
258,2025-09-16,2025-09-16,4806.473243611111,4806.620039907407,4126.378372222222,previous_confirmed_contract_and_last_release,Q4_causal_callback
259,2025-09-17,2025-09-17,3291.206002866511,3232.444336199844,3716.1289029629615,previous_confirmed_contract_and_last_release,Q4_causal_callback
260,2025-09-18,2025-09-18,6111.709687055559,6062.182162055559,3948.875705648148,previous_confirmed_contract_and_last_release,Q4_causal_callback
261,2025-09-19,2025-09-19,4609.7033175185215,4649.350953768521,4105.164259166666,previous_confirmed_contract_and_last_release,Q4_causal_callback
262,2025-09-20,2025-09-20,7351.532020738425,7362.608774488424,4238.397201111111,previous_confirmed_contract_and_last_release,Q4_causal_callback
263,2025-09-21,2025-09-21,7849.399366317902,7831.941440391976,4523.155105283513,previous_confirmed_contract_and_last_release,Q4_causal_callback
264,2025-09-22,2025-09-22,4578.915614914354,4620.070289914354,4170.506296296297,previous_confirmed_contract_and_last_release,Q4_causal_callback
265,2025-09-23,2025-09-23,3393.0537739074066,3461.4443757592585,3904.6965193518527,previous_confirmed_contract_and_last_release,Q4_causal_callback
266,2025-09-24,2025-09-24,2165.365361675356,2282.115463527208,4085.361012222223,previous_confirmed_contract_and_last_release,Q4_causal_callback
267,2025-09-25,2025-09-25,2400.01817219123,2409.4800334412303,4293.843580896623,previous_confirmed_contract_and_last_release,Q4_causal_callback
268,2025-09-26,2025-09-26,3497.681324954631,3469.3372312046304,4139.202775274582,previous_confirmed_contract_and_last_release,Q4_causal_callback
269,2025-09-27,2025-09-27,8748.783675972227,8737.419432222227,4726.075051715372,previous_confirmed_contract_and_last_release,Q4_causal_callback
270,2025-09-28,2025-09-28,8269.236773359215,8258.912523359215,4035.349361111111,previous_confirmed_contract_and_last_release,Q4_causal_callback
271,2025-09-29,2025-09-29,6377.475106014661,6322.513274949846,4383.653743399254,previous_confirmed_contract_and_last_release,Q4_causal_callback
272,2025-09-30,2025-09-30,5008.135234069923,4950.426165319923,4134.807060135392,previous_confirmed_contract_and_last_release,Q4_causal_callback
273,2025-10-01,2025-10-01,3753.076653539628,3753.417723539628,4166.743123148148,previous_confirmed_contract_and_last_release,Q4_causal_callback
274,2025-10-02,2025-10-02,4891.110956191107,4868.126233968885,6561.247547925238,previous_confirmed_contract_and_last_release,Q4_causal_callback
275,2025-10-03,2025-10-03,6350.623388290436,6352.763937040437,6894.469465555559,previous_confirmed_contract_and_last_release,Q4_causal_callback
276,2025-10-04,2025-10-04,10229.566074929542,10204.24537742954,6640.090102749696,previous_confirmed_contract_and_last_release,Q4_causal_callback
277,2025-10-05,2025-10-05,9447.504671768522,9401.667082370373,6545.350377303702,previous_confirmed_contract_and_last_release,Q4_causal_callback
278,2025-10-06,2025-10-06,4011.928392245682,4004.460345995682,6447.997552715007,previous_confirmed_contract_and_last_release,Q4_causal_callback
279,2025-10-07,2025-10-07,5124.653144444441,5133.146519444441,5538.474756699692,previous_confirmed_contract_and_last_release,Q4_causal_callback
280,2025-10-08,2025-10-08,8530.597473611278,8455.41871861128,6857.56989898111,previous_confirmed_contract_and_last_release,Q4_causal_callback
281,2025-10-09,2025-10-09,6820.356194674795,6812.347484674795,5337.574333639447,previous_confirmed_contract_and_last_release,Q4_causal_callback
282,2025-10-10,2025-10-10,6905.354303079481,6902.325398079481,5477.137740500002,previous_confirmed_contract_and_last_release,Q4_causal_callback
283,2025-10-11,2025-10-11,9289.42972103704,9276.349996287041,4954.516348282885,previous_confirmed_contract_and_last_release,Q4_causal_callback
284,2025-10-12,2025-10-12,9058.054374166673,9042.541920462969,5394.984516942847,previous_confirmed_contract_and_last_release,Q4_causal_callback
285,2025-10-13,2025-10-13,5445.106923031632,5442.989148031631,4902.921931352314,previous_confirmed_contract_and_last_release,Q4_causal_callback
286,2025-10-14,2025-10-14,6903.864935098152,6930.796951348152,5326.736689296297,previous_confirmed_contract_and_last_release,Q4_causal_callback
287,2025-10-15,2025-10-15,6218.790537863342,6204.9558526781575,4491.619887407406,previous_confirmed_contract_and_last_release,Q4_causal_callback
288,2025-10-16,2025-10-16,5742.3545381726635,5739.909477987478,4054.7622375,previous_confirmed_contract_and_last_release,Q4_causal_callback
289,2025-10-17,2025-10-17,6108.414075305557,6069.461557805556,4151.318894999999,previous_confirmed_contract_and_last_release,Q4_causal_callback
290,2025-10-18,2025-10-18,7295.30247949074,7318.6887357407395,3981.811273833336,previous_confirmed_contract_and_last_release,Q4_causal_callback
291,2025-10-19,2025-10-19,8473.637904474535,8497.038376696757,4527.369031944444,previous_confirmed_contract_and_last_release,Q4_causal_callback
292,2025-10-20,2025-10-20,5527.407363627778,5508.468733998148,4247.77551287037,previous_confirmed_contract_and_last_release,Q4_causal_callback
293,2025-10-21,2025-10-21,5852.696926289192,5799.98107443734,4045.216444492781,previous_confirmed_contract_and_last_release,Q4_causal_callback
294,2025-10-22,2025-10-22,6391.839984485644,6399.707503235644,4155.430281335935,previous_confirmed_contract_and_last_release,Q4_causal_callback
295,2025-10-23,2025-10-23,5804.442732231939,5799.249698481939,3834.869769166667,previous_confirmed_contract_and_last_release,Q4_causal_callback
296,2025-10-24,2025-10-24,6156.462498486453,6138.580998486453,4457.635984003919,previous_confirmed_contract_and_last_release,Q4_causal_callback
297,2025-10-25,2025-10-25,7453.93369927454,7463.299166774541,3990.798000277777,previous_confirmed_contract_and_last_release,Q4_causal_callback
298,2025-10-26,2025-10-26,5505.0224726289935,5515.961926332698,4154.0653139629685,previous_confirmed_contract_and_last_release,Q4_causal_callback
299,2025-10-27,2025-10-27,5828.7533766983015,5848.009385957561,4580.207247611115,previous_confirmed_contract_and_last_release,Q4_causal_callback
300,2025-10-28,2025-10-28,5998.044285674162,6003.379660674163,4191.626975185186,previous_confirmed_contract_and_last_release,Q4_causal_callback
301,2025-10-29,2025-10-29,6068.190761258099,6061.946392508099,4315.683212222224,previous_confirmed_contract_and_last_release,Q4_causal_callback
302,2025-10-30,2025-10-30,5957.882858406635,5958.670349147375,4042.248073703704,previous_confirmed_contract_and_last_release,Q4_causal_callback
303,2025-10-31,2025-10-31,5459.170925051942,5472.691066301942,4080.522447503704,previous_confirmed_contract_and_last_release,Q4_causal_callback
304,2025-11-01,2025-11-01,7826.562493639078,7805.144107157596,4537.758084537041,previous_confirmed_contract_and_last_release,Q4_causal_callback
305,2025-11-02,2025-11-02,8549.350076162502,8547.438196532872,4758.914938461821,previous_confirmed_contract_and_last_release,Q4_causal_callback
306,2025-11-03,2025-11-03,5838.410470757889,5862.748035572704,4083.5037904328856,previous_confirmed_contract_and_last_release,Q4_causal_callback
307,2025-11-04,2025-11-04,5693.879432423303,5701.874424923303,4467.501108887371,previous_confirmed_contract_and_last_release,Q4_causal_callback
308,2025-11-05,2025-11-05,5249.075767218749,5250.772390968749,4069.815099629629,previous_confirmed_contract_and_last_release,Q4_causal_callback
309,2025-11-06,2025-11-06,5565.3857845789635,5615.543423467852,4405.031374453703,previous_confirmed_contract_and_last_release,Q4_causal_callback
310,2025-11-07,2025-11-07,5247.053752249088,5289.643870999088,4203.363159445133,previous_confirmed_contract_and_last_release,Q4_causal_callback
311,2025-11-08,2025-11-08,8601.153670138889,8588.415268888888,4502.830078611113,previous_confirmed_contract_and_last_release,Q4_causal_callback
312,2025-11-09,2025-11-09,8615.744645685187,8610.335520685187,4530.885381342593,previous_confirmed_contract_and_last_release,Q4_causal_callback
313,2025-11-10,2025-11-10,7699.085998703181,7679.218719953181,4266.863525462964,previous_confirmed_contract_and_last_release,Q4_causal_callback
314,2025-11-11,2025-11-11,7817.490137711484,7849.090318961484,4218.848534999998,previous_confirmed_contract_and_last_release,Q4_causal_callback
315,2025-11-12,2025-11-12,4085.281390387981,4068.920478350944,4174.24292780667,previous_confirmed_contract_and_last_release,Q4_causal_callback
316,2025-11-13,2025-11-13,5070.395450766207,5055.506237016208,4704.094751351857,previous_confirmed_contract_and_last_release,Q4_causal_callback
317,2025-11-14,2025-11-14,4308.200560119599,4331.405215119598,4578.48221475926,previous_confirmed_contract_and_last_release,Q4_causal_callback
318,2025-11-15,2025-11-15,10046.955392141412,10049.54135839141,4564.39700172223,previous_confirmed_contract_and_last_release,Q4_causal_callback
319,2025-11-16,2025-11-16,9274.47660100077,9296.782540815584,4659.533143588705,previous_confirmed_contract_and_last_release,Q4_causal_callback
320,2025-11-17,2025-11-17,8425.708885303704,8387.788579748149,4395.949331018522,previous_confirmed_contract_and_last_release,Q4_causal_callback
321,2025-11-18,2025-11-18,7665.162297286265,7698.425299786265,4550.432068419294,previous_confirmed_contract_and_last_release,Q4_causal_callback
322,2025-11-19,2025-11-19,6543.84668707407,6585.84994633333,4594.390897509265,previous_confirmed_contract_and_last_release,Q4_causal_callback
323,2025-11-20,2025-11-20,7814.919876658334,7762.799654436112,4549.461931574073,previous_confirmed_contract_and_last_release,Q4_causal_callback
324,2025-11-21,2025-11-21,7589.270726292854,7584.787931292854,4704.481269529597,previous_confirmed_contract_and_last_release,Q4_causal_callback
325,2025-11-22,2025-11-22,9719.213872296305,9774.228262296303,4708.304191555327,previous_confirmed_contract_and_last_release,Q4_causal_callback
326,2025-11-23,2025-11-23,9894.319268435189,9909.08513417593,4427.2712742435215,previous_confirmed_contract_and_last_release,Q4_causal_callback
327,2025-11-24,2025-11-24,7940.368235371914,7947.617394121915,4219.184483950786,previous_confirmed_contract_and_last_release,Q4_causal_callback
328,2025-11-25,2025-11-25,7729.587657314818,7687.140949814819,4273.00798842592,previous_confirmed_contract_and_last_release,Q4_causal_callback
329,2025-11-26,2025-11-26,6508.296243274808,6506.609493274808,4592.429083851856,previous_confirmed_contract_and_last_release,Q4_causal_callback
330,2025-11-27,2025-11-27,4599.776969597995,4598.582332097995,4907.380117796294,previous_confirmed_contract_and_last_release,Q4_causal_callback
331,2025-11-28,2025-11-28,6777.921679276945,6796.755964276945,4349.087402777777,previous_confirmed_contract_and_last_release,Q4_causal_callback
332,2025-11-29,2025-11-29,9801.140710819136,9773.310502069136,4656.473168443534,previous_confirmed_contract_and_last_release,Q4_causal_callback
333,2025-11-30,2025-11-30,9589.266186775465,9532.140071034724,4124.285683240741,previous_confirmed_contract_and_last_release,Q4_causal_callback
334,2025-12-01,2025-12-01,7703.117668605513,7699.390652355513,4009.3377369444447,previous_confirmed_contract_and_last_release,Q4_causal_callback
335,2025-12-02,2025-12-02,4887.254100055555,4803.84774561111,4320.450569351852,previous_confirmed_contract_and_last_release,Q4_causal_callback
336,2025-12-03,2025-12-03,6399.765057092599,6407.788545842599,3899.547149351852,previous_confirmed_contract_and_last_release,Q4_causal_callback
337,2025-12-04,2025-12-04,5879.705032277777,5875.903087277777,4498.014249055588,previous_confirmed_contract_and_last_release,Q4_causal_callback
338,2025-12-05,2025-12-05,6054.594730581018,6071.428214331017,5323.78499268519,previous_confirmed_contract_and_last_release,Q4_causal_callback
339,2025-12-06,2025-12-06,9731.655453107225,9684.824920607227,4106.910369259259,previous_confirmed_contract_and_last_release,Q4_causal_callback
340,2025-12-07,2025-12-07,9180.477734722224,9178.865697685189,4112.815348981481,previous_confirmed_contract_and_last_release,Q4_causal_callback
341,2025-12-08,2025-12-08,6349.718500401237,6364.362662901237,4214.6695131481465,previous_confirmed_contract_and_last_release,Q4_causal_callback
342,2025-12-09,2025-12-09,5451.218066627319,5477.4970053773195,4961.739563462967,previous_confirmed_contract_and_last_release,Q4_causal_callback
343,2025-12-10,2025-12-10,3232.2401545077223,3241.6689895077225,4664.08391553101,previous_confirmed_contract_and_last_release,Q4_causal_callback
344,2025-12-11,2025-12-11,4624.551643564043,4617.235341064043,5164.44773855983,previous_confirmed_contract_and_last_release,Q4_causal_callback
345,2025-12-12,2025-12-12,7012.444247841049,7004.663324091049,5471.598112500007,previous_confirmed_contract_and_last_release,Q4_causal_callback
346,2025-12-13,2025-12-13,10482.84356976852,10481.81021601852,5004.958646930047,previous_confirmed_contract_and_last_release,Q4_causal_callback
347,2025-12-14,2025-12-14,10479.561206859851,10479.449382785777,4510.910159999999,previous_confirmed_contract_and_last_release,Q4_causal_callback
348,2025-12-15,2025-12-15,4144.983905613866,4129.972280613866,4704.757003840878,previous_confirmed_contract_and_last_release,Q4_causal_callback
349,2025-12-16,2025-12-16,5407.540417733112,5449.445542733111,5274.149402153864,previous_confirmed_contract_and_last_release,Q4_causal_callback
350,2025-12-17,2025-12-17,8920.560214295869,8886.248430545867,5265.736544679272,previous_confirmed_contract_and_last_release,Q4_causal_callback
351,2025-12-18,2025-12-18,5808.879386797472,5852.610886797472,5588.214757296303,previous_confirmed_contract_and_last_release,Q4_causal_callback
352,2025-12-19,2025-12-19,8017.093499783699,8012.704499783699,5190.810998811113,previous_confirmed_contract_and_last_release,Q4_causal_callback
353,2025-12-20,2025-12-20,9925.961987206792,9952.215830956791,4476.29100879241,previous_confirmed_contract_and_last_release,Q4_causal_callback
354,2025-12-21,2025-12-21,10310.545809630768,10341.704110556693,5129.964354028707,previous_confirmed_contract_and_last_release,Q4_causal_callback
355,2025-12-22,2025-12-22,7947.458637037033,7952.300164537033,4940.67943911111,previous_confirmed_contract_and_last_release,Q4_causal_callback
356,2025-12-23,2025-12-23,5010.189452175925,4987.4685059259255,4623.528638694222,previous_confirmed_contract_and_last_release,Q4_causal_callback
357,2025-12-24,2025-12-24,7096.22032851852,7090.15932388889,4895.459566943304,previous_confirmed_contract_and_last_release,Q4_causal_callback
358,2025-12-25,2025-12-25,9591.274857824075,9586.195494074076,4674.182289733333,previous_confirmed_contract_and_last_release,Q4_causal_callback
359,2025-12-26,2025-12-26,6392.298597388889,6394.202187388889,4515.3179705092325,previous_confirmed_contract_and_last_release,Q4_causal_callback
360,2025-12-27,2025-12-27,10800.0,10800.0,5054.029003934839,previous_confirmed_contract_and_last_release,Q4_causal_callback
361,2025-12-28,2025-12-28,10572.265519733077,10591.039647233076,4956.832541145433,previous_confirmed_contract_and_last_release,Q4_causal_callback
362,2025-12-29,2025-12-29,5809.037902647777,5821.633552647776,4961.804854907406,previous_confirmed_contract_and_last_release,Q4_causal_callback
363,2025-12-30,2025-12-30,5727.442379659721,5674.999004567128,5011.212664712619,previous_confirmed_contract_and_last_release,Q4_causal_callback
364,2025-12-31,2025-12-31,6285.205713611111,6303.026500648148,4920.447042506391,previous_confirmed_contract_and_last_release,Q4_causal_callback
