plan_day,time_index,issue_time,interval_start,interval_end,price_source_completed_at,price_model_id,selected_candidate,forecast_model_id,time_mapping,battery_interpretation,settlement_rule,residual_history_cutoff,planned_initial_energy_kwh,executed_initial_energy_kwh,planned_initial_source,load_actual_kw,pv_actual_kw,planned_grid_kwh,final_grid_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,actual_soc_before_kwh,actual_soc_after_kwh,price_forecast_yuan_per_kwh,price_actual_yuan_per_kwh,base_cost_yuan,up_cost_yuan,down_cost_yuan,emergency_cost_yuan,ordinary_cost_yuan,cash_cost_yuan,load_forecast_kw,pv_forecast_kw,natural_day,block_index
2025-04-02,50,2025-04-02T00:00:00,2025-04-02 08:30:00,2025-04-02 08:40:00,2025-03-26 08:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,6613.72,4070.25,0.0,0.0,0.0,0.0,0.0,283.49321803333004,140.4184486333366,0.0,1514.9924644814778,1200.0,1.177,1.203,0.0,0.0,0.0,844.6169685295197,0.0,844.6169685295197,6582.535,4807.8525,2025-04-02,2
2025-04-02,51,2025-04-02T00:00:00,2025-04-02 08:40:00,2025-04-02 08:50:00,2025-03-26 08:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,6514.6599,4393.9925,0.0,0.0,0.0,0.0,0.0,0.0,353.44456666666645,0.0,1200.0,1200.0,1.1687,1.1669,0.0,0.0,0.0,2062.1723242166654,0.0,2062.1723242166654,6463.199049999999,5073.70758,2025-04-02,2
2025-04-02,52,2025-04-02T00:00:00,2025-04-02 08:50:00,2025-04-02 09:00:00,2025-03-26 09:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,6455.1832,4700.7759,0.0,0.0,0.0,0.0,0.0,0.0,292.40121666666664,0.0,1200.0,1200.0,1.1388,1.1094,0.0,0.0,0.0,1621.9495488499997,0.0,1621.9495488499997,6445.2653,5359.889359999999,2025-04-02,2
2025-04-02,53,2025-04-02T00:00:00,2025-04-02 09:00:00,2025-04-02 09:10:00,2025-03-26 09:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,6455.63,4951.125,0.0,0.0,0.0,0.0,0.0,0.0,250.75083333333328,0.0,1200.0,1200.0,1.1032,1.0805,0.0,0.0,0.0,1354.681377083333,0.0,1354.681377083333,6530.780000000001,5688.547500000001,2025-04-02,2
2025-04-02,54,2025-04-02T00:00:00,2025-04-02 09:10:00,2025-04-02 09:20:00,2025-03-26 09:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,6407.9649,5140.9182,0.0,0.0,0.0,0.0,0.0,0.0,211.17444999999998,0.0,1200.0,1200.0,1.0553,1.0903,0.0,0.0,0.0,1151.217514175,0.0,1151.217514175,6492.63965,6015.1082,2025-04-02,2
2025-04-02,55,2025-04-02T00:00:00,2025-04-02 09:20:00,2025-04-02 09:30:00,2025-03-26 09:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,6396.5877,5306.7611,0.0,0.0,0.0,0.0,0.0,0.0,181.6377666666666,0.0,1200.0,1200.0,0.9955,1.0906,0.0,0.0,0.0,990.4707416333331,0.0,990.4707416333331,6530.83365,6308.94498,2025-04-02,2
2025-04-02,56,2025-04-02T00:00:00,2025-04-02 09:30:00,2025-04-02 09:40:00,2025-03-26 09:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,6454.54,5488.575,0.0,0.0,0.0,0.0,0.0,0.0,160.99416666666673,0.0,1200.0,1200.0,0.9482,1.0674,0.0,0.0,0.0,859.2258675000003,0.0,859.2258675000003,6656.93,6532.005,2025-04-02,2
2025-04-02,57,2025-04-02T00:00:00,2025-04-02 09:40:00,2025-04-02 09:50:00,2025-03-26 09:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,6530.0266,5662.7987,0.0,0.0,0.0,0.0,0.0,0.0,144.53798333333316,0.0,1200.0,1200.0,0.9412,1.0536,0.0,0.0,0.0,761.4260961999992,0.0,761.4260961999992,6646.8873,6656.82374,2025-04-02,2
2025-04-02,58,2025-04-02T00:00:00,2025-04-02 09:50:00,2025-04-02 10:00:00,2025-03-26 10:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,6631.7763,5599.5453,0.0,0.0,0.0,0.0,0.0,0.0,172.0385,0.0,1200.0,1200.0,0.9325,1.0718,0.0,0.0,0.0,921.9543215,0.0,921.9543215,6532.74705,6744.801820000001,2025-04-02,2
2025-04-02,59,2025-04-02T00:00:00,2025-04-02 10:00:00,2025-04-02 10:10:00,2025-03-26 10:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,6652.78,5500.6875,0.0,0.0,0.0,0.0,0.0,0.0,192.01541666666662,0.0,1200.0,1200.0,0.904,1.0731,0.0,0.0,0.0,1030.2587181249999,0.0,1030.2587181249999,6478.24,6874.417499999999,2025-04-02,2
2025-04-02,60,2025-04-02T00:00:00,2025-04-02 10:10:00,2025-04-02 10:20:00,2025-03-26 10:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,6457.3548,5839.8681,0.0,0.0,0.0,0.0,0.0,0.0,102.91444999999999,0.0,1200.0,1200.0,0.8741,0.9896,0.0,0.0,0.0,509.2206986,0.0,509.2206986,6594.7026000000005,7086.478999999999,2025-04-02,2
2025-04-02,61,2025-04-02T00:00:00,2025-04-02 10:20:00,2025-04-02 10:30:00,2025-03-26 10:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,6313.3207,6257.5113,0.0,0.0,0.0,0.0,0.0,0.0,9.301566666666758,0.0,1200.0,1200.0,0.841,0.9463,0.0,0.0,0.0,44.010362683333774,0.0,44.010362683333774,6546.715050000001,7297.085779999999,2025-04-02,2
2025-04-02,119,2025-04-02T00:00:00,2025-04-02 20:00:00,2025-04-02 20:10:00,2025-03-26 20:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,4313.81,0.0,0.0,0.0,0.0,0.0,0.0,7.769277311522638,711.1990560218107,0.0,1208.6325303461363,1200.0,1.3006,1.2648,0.0,0.0,0.0,4497.622830281931,0.0,4497.622830281931,4371.755,0.0,2025-04-02,5
2025-04-02,120,2025-04-02T00:00:00,2025-04-02 20:10:00,2025-04-02 20:20:00,2025-03-26 20:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,4350.9907,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,725.1649333333334,0.0,1200.0,1200.0,1.3009,1.2817,0.0,0.0,0.0,4647.219475266666,0.0,4647.219475266666,4426.661249999999,0.0,2025-04-02,5
2025-04-02,121,2025-04-02T00:00:00,2025-04-02 20:20:00,2025-04-02 20:30:00,2025-03-26 20:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,4524.9387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.15645,0.0,1200.0,1200.0,1.2795,1.2853,0.0,0.0,0.0,4846.586425925,0.0,4846.586425925,4372.64565,0.0,2025-04-02,5
2025-04-02,122,2025-04-02T00:00:00,2025-04-02 20:30:00,2025-04-02 20:40:00,2025-03-26 20:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,4622.79,0.0,690.3958333333333,690.3958333333333,0.0,0.0,0.0,0.0,80.06916666666666,0.0,1200.0,1200.0,1.2623,1.2936,893.09605,0.0,0.0,517.8873699999999,893.09605,1410.98342,4264.325,0.0,2025-04-02,5
2025-04-02,123,2025-04-02T00:00:00,2025-04-02 20:40:00,2025-04-02 20:50:00,2025-03-26 20:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,4455.3034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.5505666666666,0.0,1200.0,1200.0,1.2877,1.3316,0.0,0.0,0.0,4943.901672866666,0.0,4943.901672866666,4250.75795,0.0,2025-04-02,5
2025-04-02,124,2025-04-02T00:00:00,2025-04-02 20:50:00,2025-04-02 21:00:00,2025-03-26 21:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3738.8464270499994,3732.4796770499993,previous_confirmed_final_slot_and_issued_load_pv_forecast,4300.7769,0.0,698.9853749999999,698.9853749999999,0.0,0.0,0.0,0.0,17.810775000000035,0.0,1200.0,1200.0,1.1883,1.1619,812.1511072124998,0.0,0.0,103.47169736250021,812.1511072124998,915.622804575,4280.909250000001,0.0,2025-04-02,5
2025-04-03,54,2025-04-03T00:00:00,2025-04-03 09:10:00,2025-04-03 09:20:00,2025-03-27 09:20:00,PRICE-LAG7-COMPLETED,cvar_t0.95_r0.20_g0.05,Q2V2-SW2-REC5,A,A,A,2025-04-03T00:00:00,8331.479816296298,8355.524066296297,previous_confirmed_final_slot_and_issued_load_pv_forecast,6694.0091,5645.1078,0.0,0.0,0.0,0.0,0.0,163.65697833332914,11.159905000004159,0.0,1381.8410870370324,1200.0,1.0921,1.0687,0.0,0.0,0.0,59.632952367522215,0.0,59.632952367522215,6492.2301,5917.9128200000005,2025-04-03,2
2025-04-03,55,2025-04-03T00:00:00,2025-04-03 09:20:00,2025-04-03 09:30:00,2025-03-27 09:30:00,PRICE-LAG7-COMPLETED,cvar_t0.95_r0.20_g0.05,Q2V2-SW2-REC5,A,A,A,2025-04-03T00:00:00,8331.479816296298,8355.524066296297,previous_confirmed_final_slot_and_issued_load_pv_forecast,6769.6013,6082.0845,0.0,0.0,0.0,0.0,0.0,0.0,114.58613333333324,0.0,1200.0,1200.0,1.0244,1.0536,0.0,0.0,0.0,603.6397503999996,0.0,603.6397503999996,6442.09715,6178.41718,2025-04-03,2
2025-04-03,56,2025-04-03T00:00:00,2025-04-03 09:30:00,2025-04-03 09:40:00,2025-03-27 09:40:00,PRICE-LAG7-COMPLETED,cvar_t0.95_r0.20_g0.05,Q2V2-SW2-REC5,A,A,A,2025-04-03T00:00:00,8331.479816296298,8355.524066296297,previous_confirmed_final_slot_and_issued_load_pv_forecast,6565.34,6380.0625,0.0,0.0,0.0,0.0,0.0,0.0,30.879583333333358,0.0,1200.0,1200.0,1.0234,1.0243,0.0,0.0,0.0,158.1497860416668,0.0,158.1497860416668,6550.035,6355.6875,2025-04-03,2
2025-04-08,52,2025-04-08T00:00:00,2025-04-08 08:50:00,2025-04-08 09:00:00,2025-04-01 09:00:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-08T00:00:00,6790.871804259259,6783.88291537037,previous_confirmed_final_slot_and_issued_load_pv_forecast,6524.7367,4948.5616,0.0,0.0,0.0,0.0,0.0,45.85739830000016,216.8384516999999,0.0,1250.952664777778,1200.0,0.9718,1.0763,0.0,0.0,0.0,1166.9161278235495,0.0,1166.9161278235495,6535.57025,5266.721159999999,2025-04-08,2
2025-04-08,53,2025-04-08T00:00:00,2025-04-08 09:00:00,2025-04-08 09:10:00,2025-04-01 09:10:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-08T00:00:00,6790.871804259259,6783.88291537037,previous_confirmed_final_slot_and_issued_load_pv_forecast,6540.96,5457.15,0.0,0.0,0.0,0.0,0.0,0.0,180.635,0.0,1200.0,1200.0,1.0086,1.0384,0.0,0.0,0.0,937.85692,0.0,937.85692,6682.07,5578.1925,2025-04-08,2
2025-04-08,54,2025-04-08T00:00:00,2025-04-08 09:10:00,2025-04-08 09:20:00,2025-04-01 09:20:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-08T00:00:00,6790.871804259259,6783.88291537037,previous_confirmed_final_slot_and_issued_load_pv_forecast,6422.9451,5912.782,0.0,0.0,0.0,0.0,0.0,0.0,85.02718333333326,0.0,1200.0,1200.0,1.0261,0.991,0.0,0.0,0.0,421.3096934166663,0.0,421.3096934166663,6666.749400000001,5870.3913999999995,2025-04-08,2
2025-04-08,55,2025-04-08T00:00:00,2025-04-08 09:20:00,2025-04-08 09:30:00,2025-04-01 09:30:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-08T00:00:00,6790.871804259259,6783.88291537037,previous_confirmed_final_slot_and_issued_load_pv_forecast,6467.6265,6203.2257,0.0,0.0,0.0,0.0,0.0,0.0,44.06680000000006,0.0,1200.0,1200.0,1.0237,0.9547,0.0,0.0,0.0,210.3528698000003,0.0,210.3528698000003,6574.2603500000005,6206.13004,2025-04-08,2
2025-04-08,56,2025-04-08T00:00:00,2025-04-08 09:30:00,2025-04-08 09:40:00,2025-04-01 09:40:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-08T00:00:00,6790.871804259259,6783.88291537037,previous_confirmed_final_slot_and_issued_load_pv_forecast,6624.65,6367.0875,0.0,0.0,0.0,0.0,0.0,0.0,42.92708333333326,0.0,1200.0,1200.0,1.0097,0.9446,0.0,0.0,0.0,202.74461458333298,0.0,202.74461458333298,6508.6900000000005,6582.675,2025-04-08,2
2025-04-08,57,2025-04-08T00:00:00,2025-04-08 09:40:00,2025-04-08 09:50:00,2025-04-01 09:50:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-08T00:00:00,6790.871804259259,6783.88291537037,previous_confirmed_final_slot_and_issued_load_pv_forecast,6547.4305,6540.5107,0.0,0.0,0.0,0.0,0.0,0.0,1.1532999999999447,0.0,1200.0,1200.0,0.9886,0.9523,0.0,0.0,0.0,5.491437949999736,0.0,5.491437949999736,6502.020399999999,6905.800740000001,2025-04-08,2
2025-04-08,123,2025-04-08T00:00:00,2025-04-08 20:40:00,2025-04-08 20:50:00,2025-04-01 20:50:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-08T00:00:00,6790.871804259259,6783.88291537037,previous_confirmed_final_slot_and_issued_load_pv_forecast,4385.9216,0.0,0.0,0.0,0.0,0.0,0.0,532.1946314500017,198.79230188333156,0.0,1791.3273682777797,1200.0,1.3193,1.3574,0.0,0.0,0.0,1349.2033528821712,0.0,1349.2033528821712,4280.19155,0.0,2025-04-08,5
2025-04-08,124,2025-04-08T00:00:00,2025-04-08 20:50:00,2025-04-08 21:00:00,2025-04-01 21:00:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-08T00:00:00,6790.871804259259,6783.88291537037,previous_confirmed_final_slot_and_issued_load_pv_forecast,4321.1736,0.0,689.524525,689.524525,0.0,0.0,0.0,0.0,30.671074999999973,0.0,1200.0,1200.0,1.1578,1.1843,816.6038949575,0.0,0.0,181.61877061249984,816.6038949575,998.2226655699998,4314.5355500000005,0.0,2025-04-08,5
2025-04-09,120,2025-04-09T00:00:00,2025-04-09 20:10:00,2025-04-09 20:20:00,2025-04-02 20:20:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-09T00:00:00,6903.563571296297,6877.275608333333,previous_confirmed_final_slot_and_issued_load_pv_forecast,4497.9315,0.0,0.0,0.0,0.0,0.0,0.0,397.55810153025107,352.09714846974884,0.0,1641.7312239225012,1200.0,1.2817,1.272,0.0,0.0,0.0,2239.337864267603,0.0,2239.337864267603,4421.85095,0.00136,2025-04-09,5
2025-04-09,121,2025-04-09T00:00:00,2025-04-09 20:20:00,2025-04-09 20:30:00,2025-04-02 20:30:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-09T00:00:00,6903.563571296297,6877.275608333333,previous_confirmed_final_slot_and_issued_load_pv_forecast,4486.3528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.7254666666665,0.0,1200.0,1200.0,1.2853,1.2756,0.0,0.0,0.0,4768.9930263999995,0.0,4768.9930263999995,4485.207899999999,0.0,2025-04-09,5
2025-04-09,122,2025-04-09T00:00:00,2025-04-09 20:30:00,2025-04-09 20:40:00,2025-04-02 20:40:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-09T00:00:00,6903.563571296297,6877.275608333333,previous_confirmed_final_slot_and_issued_load_pv_forecast,4352.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.4649999999999,0.0,1200.0,1200.0,1.2936,1.2759,0.0,0.0,0.0,4628.103967499999,0.0,4628.103967499999,4455.639999999999,0.0,2025-04-09,5
2025-04-09,123,2025-04-09T00:00:00,2025-04-09 20:40:00,2025-04-09 20:50:00,2025-04-02 20:50:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-09T00:00:00,6903.563571296297,6877.275608333333,previous_confirmed_final_slot_and_issued_load_pv_forecast,4377.4809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.5801499999999,0.0,1200.0,1200.0,1.3316,1.321,0.0,0.0,0.0,4818.876890749999,0.0,4818.876890749999,4339.271049999999,0.0,2025-04-09,5
2025-04-09,124,2025-04-09T00:00:00,2025-04-09 20:50:00,2025-04-09 21:00:00,2025-04-02 21:00:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-09T00:00:00,6903.563571296297,6877.275608333333,previous_confirmed_final_slot_and_issued_load_pv_forecast,4432.7565,0.0,696.9450333333331,696.9450333333331,0.0,0.0,0.0,0.0,41.847716666667,0.0,1200.0,1200.0,1.1619,1.1679,813.9621044299996,0.0,0.0,244.3697414750019,813.9621044299996,1058.3318459050015,4268.6672,0.0,2025-04-09,5
2025-04-09,125,2025-04-09T00:00:00,2025-04-09 21:00:00,2025-04-09 21:10:00,2025-04-02 21:10:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-09T00:00:00,6903.563571296297,6877.275608333333,previous_confirmed_final_slot_and_issued_load_pv_forecast,4406.03,0.0,731.4819547325102,731.4819547325102,0.0,0.0,0.0,0.0,2.8563786008230636,0.0,1200.0,1200.0,0.9015,0.9089,664.8439486563785,0.0,0.0,12.980812551440414,664.8439486563785,677.8247612078189,4289.16,0.0,2025-04-09,5
2025-04-10,123,2025-04-10T00:00:00,2025-04-10 20:40:00,2025-04-10 20:50:00,2025-04-03 20:50:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-10T00:00:00,7693.314737962964,7691.560487962964,previous_confirmed_final_slot_and_issued_load_pv_forecast,4368.1164,0.0,0.0,0.0,0.0,0.0,0.0,673.9823970915028,54.03700290849713,0.0,1948.8693301016697,1200.0,1.3867,1.2984,0.0,0.0,0.0,350.8082228819634,0.0,350.8082228819634,4364.5461,0.0,2025-04-10,5
2025-04-10,124,2025-04-10T00:00:00,2025-04-10 20:50:00,2025-04-10 21:00:00,2025-04-03 21:00:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-10T00:00:00,7693.314737962964,7691.560487962964,previous_confirmed_final_slot_and_issued_load_pv_forecast,4470.2372,0.0,721.0182833333331,721.0182833333331,0.0,0.0,0.0,0.0,24.021250000000123,0.0,1200.0,1200.0,1.2052,1.1766,848.3501121699998,0.0,0.0,141.31701375000074,848.3501121699998,989.6671259200004,4319.4716499999995,0.0,2025-04-10,5
2025-04-13,123,2025-04-13T00:00:00,2025-04-13 20:40:00,2025-04-13 20:50:00,2025-04-06 20:50:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-13T00:00:00,10567.432627388891,10556.98362738889,previous_confirmed_final_slot_and_issued_load_pv_forecast,4434.254,0.0,0.0,0.0,0.0,0.0,0.0,705.5419538701716,33.50037946316172,0.0,1983.9355043001906,1200.0,1.3107,1.3312,0.0,0.0,0.0,222.97852570680442,0.0,222.97852570680442,4299.7312,0.0,2025-04-13,5
2025-04-13,124,2025-04-13T00:00:00,2025-04-13 20:50:00,2025-04-13 21:00:00,2025-04-06 21:00:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-13T00:00:00,10567.432627388891,10556.98362738889,previous_confirmed_final_slot_and_issued_load_pv_forecast,4513.6932,0.0,729.6862882131629,729.6862882131629,0.0,0.0,0.0,0.0,22.59591178683695,0.0,1200.0,1200.0,1.1671,1.1791,860.3731024321404,0.0,0.0,133.21419793929724,860.3731024321404,993.5873003714377,4284.83345,0.0,2025-04-13,5
2025-04-14,55,2025-04-14T00:00:00,2025-04-14 09:20:00,2025-04-14 09:30:00,2025-04-07 09:30:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-14T00:00:00,7225.269823425926,7251.022573425927,previous_confirmed_final_slot_and_issued_load_pv_forecast,6650.4183,6121.8824,0.0,0.0,0.0,0.0,0.0,83.34429893243679,4.745017734229705,0.0,1292.6047765915964,1200.0,1.0087,1.0064,0.0,0.0,0.0,23.87692923864388,0.0,23.87692923864388,6567.0825,6064.1777,2025-04-14,2
2025-04-14,56,2025-04-14T00:00:00,2025-04-14 09:30:00,2025-04-14 09:40:00,2025-04-07 09:40:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-14T00:00:00,7225.269823425926,7251.022573425927,previous_confirmed_final_slot_and_issued_load_pv_forecast,6517.26,6408.1125,0.0,0.0,0.0,0.0,0.0,0.0,18.191250000000082,0.0,1200.0,1200.0,0.9579,0.9811,0.0,0.0,0.0,89.2371768750004,0.0,89.2371768750004,6584.459999999999,6313.327499999999,2025-04-14,2
2025-04-16,123,2025-04-16T00:00:00,2025-04-16 20:40:00,2025-04-16 20:50:00,2025-04-09 20:50:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-16T00:00:00,8795.314303968904,8828.731303968903,previous_confirmed_final_slot_and_issued_load_pv_forecast,4302.2366,0.0,0.0,0.0,0.0,0.0,0.0,502.7709893578894,214.26844397544397,0.0,1758.634432619877,1200.0,1.321,1.364,0.0,0.0,0.0,1461.310787912528,0.0,1461.310787912528,4416.39215,0.0,2025-04-16,5
2025-04-16,124,2025-04-16T00:00:00,2025-04-16 20:50:00,2025-04-16 21:00:00,2025-04-09 21:00:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-16T00:00:00,8795.314303968904,8828.731303968903,previous_confirmed_final_slot_and_issued_load_pv_forecast,4277.4119,0.0,708.6873726332724,708.6873726332724,0.0,0.0,0.0,0.0,4.214610700060916,0.0,1200.0,1200.0,1.1679,1.1961,847.660966406657,0.0,0.0,25.20547929171431,847.660966406657,872.8664456983713,4366.7667,0.0,2025-04-16,5
2025-04-16,126,2025-04-16T00:00:00,2025-04-16 21:10:00,2025-04-16 21:20:00,2025-04-09 21:20:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-16T00:00:00,8795.314303968904,8828.731303968903,previous_confirmed_final_slot_and_issued_load_pv_forecast,4518.7195,0.0,740.4378690837162,740.4378690837162,0.0,0.0,0.0,0.6776999999999361,12.004347582950482,0.0,1200.753,1200.0,0.8983,0.9109,674.4648549483571,0.0,0.0,54.673801066547966,674.4648549483571,729.1386560149051,4322.86995,0.0,2025-04-16,5
2025-04-16,127,2025-04-16T00:00:00,2025-04-16 21:20:00,2025-04-16 21:30:00,2025-04-09 21:30:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-16T00:00:00,8795.314303968904,8828.731303968903,previous_confirmed_final_slot_and_issued_load_pv_forecast,4425.7265,0.0,707.03675,707.03675,0.0,0.0,0.0,0.0,30.584333333333234,0.0,1200.0,1200.0,0.9104,0.9447,667.937617725,0.0,0.0,144.46509849999953,667.937617725,812.4027162249995,4282.20095,0.0,2025-04-16,5
2025-04-16,129,2025-04-16T00:00:00,2025-04-16 21:40:00,2025-04-16 21:50:00,2025-04-09 21:50:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-16T00:00:00,8795.314303968904,8828.731303968903,previous_confirmed_final_slot_and_issued_load_pv_forecast,4589.7469,0.0,744.8564036255235,744.8564036255235,0.0,0.0,0.0,2.5150500000001785,17.586363041142953,0.0,1202.7945000000002,1200.0,0.9859,1.0376,772.8630044018432,0.0,0.0,91.23805145744964,772.8630044018432,864.1010558592928,4441.2723000000005,0.0,2025-04-16,5
