day_index,plan_day,issue_time,planned_initial_energy_kwh,executed_initial_energy_kwh,upstream_planned_initial_energy_kwh,planned_initial_source,q0_source
209,2025-07-29,2025-07-29,10500.864845011885,10522.916577511885,10497.282327511886,previous_confirmed_contract_and_last_release,Q2_G_direct
210,2025-07-30,2025-07-30,8448.91206261826,8434.82968761826,8441.23993761826,previous_confirmed_contract_and_last_release,Q2_G_direct
211,2025-07-31,2025-07-31,7998.40591190741,8004.486161907409,7987.70416190741,previous_confirmed_contract_and_last_release,Q2_G_direct
212,2025-08-01,2025-08-01,9061.088340730677,9029.395050730676,9044.987550730675,previous_confirmed_contract_and_last_release,Q2_G_direct
213,2025-08-02,2025-08-02,7003.116951296304,7037.576537546304,7014.970787546304,previous_confirmed_contract_and_last_release,Q2_G_direct
214,2025-08-03,2025-08-03,7220.224047418519,7184.109672418519,7204.754172418519,previous_confirmed_contract_and_last_release,Q2_G_direct
215,2025-08-04,2025-08-04,7259.69170188809,7261.07773563809,7247.584485638091,previous_confirmed_contract_and_last_release,Q2_G_direct
216,2025-08-05,2025-08-05,6710.019240194444,6701.597643944444,6731.827893944444,previous_confirmed_contract_and_last_release,Q2_G_direct
217,2025-08-06,2025-08-06,7298.9790600689275,7309.993706318927,7292.746706318928,previous_confirmed_contract_and_last_release,Q2_G_direct
218,2025-08-07,2025-08-07,5891.378518588737,5822.279143588737,5054.488238981481,previous_confirmed_contract_and_last_release,Q2_G_direct
219,2025-08-08,2025-08-08,6201.965871098578,6173.810529848578,6171.757779848578,previous_confirmed_contract_and_last_release,Q2_G_direct
220,2025-08-09,2025-08-09,6546.360653796298,6576.420076296298,6548.183326296297,previous_confirmed_contract_and_last_release,Q2_G_direct
221,2025-08-10,2025-08-10,6337.567323113522,6363.667896863522,6335.691396863523,previous_confirmed_contract_and_last_release,Q2_G_direct
222,2025-08-11,2025-08-11,6640.806699583596,6643.605740833596,6639.7312408335965,previous_confirmed_contract_and_last_release,Q2_G_direct
223,2025-08-12,2025-08-12,7294.631748503699,7266.995752253699,7255.528252253699,previous_confirmed_contract_and_last_release,Q2_G_direct
224,2025-08-13,2025-08-13,6158.115043381937,6200.618042131937,5022.412267499998,previous_confirmed_contract_and_last_release,Q2_G_direct
225,2025-08-14,2025-08-14,5826.9156711172855,5850.389774867285,5029.88151,previous_confirmed_contract_and_last_release,Q2_G_direct
226,2025-08-15,2025-08-15,5580.685549240736,5568.091061740736,5573.452811740736,previous_confirmed_contract_and_last_release,Q2_G_direct
227,2025-08-16,2025-08-16,5514.434287571899,5437.6080338219,5484.779283821899,previous_confirmed_contract_and_last_release,Q2_G_direct
228,2025-08-17,2025-08-17,5223.371801925922,5253.621671925923,5198.940671925922,previous_confirmed_contract_and_last_release,Q2_G_direct
229,2025-08-18,2025-08-18,5427.485336360329,5394.444063860328,5423.661813860328,previous_confirmed_contract_and_last_release,Q2_G_direct
230,2025-08-19,2025-08-19,5679.219413530639,5703.965348530639,5677.164098530639,previous_confirmed_contract_and_last_release,Q2_G_direct
231,2025-08-20,2025-08-20,5083.360886629631,5064.008786629632,4878.630150462964,previous_confirmed_contract_and_last_release,Q2_G_direct
232,2025-08-21,2025-08-21,4753.630371807728,4791.5301218077275,4710.339824814814,previous_confirmed_contract_and_last_release,Q2_G_direct
233,2025-08-22,2025-08-22,5094.466426925924,5066.644801925923,5079.733051925925,previous_confirmed_contract_and_last_release,Q2_G_direct
234,2025-08-23,2025-08-23,4736.56204087963,4775.10101212963,4740.67601212963,previous_confirmed_contract_and_last_release,Q2_G_direct
235,2025-08-24,2025-08-24,5186.516885944447,5189.489630944447,4872.724347611113,previous_confirmed_contract_and_last_release,Q2_G_direct
236,2025-08-25,2025-08-25,5303.558274033331,5320.242039033331,5204.931048292591,previous_confirmed_contract_and_last_release,Q2_G_direct
237,2025-08-26,2025-08-26,4934.067667820526,4934.056642820527,4660.599788742594,previous_confirmed_contract_and_last_release,Q2_G_direct
238,2025-08-27,2025-08-27,5251.986046085848,5261.494587335848,4999.663598851849,previous_confirmed_contract_and_last_release,Q2_G_direct
239,2025-08-28,2025-08-28,5093.604332645409,5081.80300014541,5065.3547501454095,previous_confirmed_contract_and_last_release,Q2_G_direct
240,2025-08-29,2025-08-29,5085.475190201477,5145.680843951477,4524.095631296298,previous_confirmed_contract_and_last_release,Q2_G_direct
241,2025-08-30,2025-08-30,5049.285804842596,5059.1568435925965,5026.633093592596,previous_confirmed_contract_and_last_release,Q2_G_direct
242,2025-08-31,2025-08-31,4611.056513140726,4612.038960640725,4524.448005000001,previous_confirmed_contract_and_last_release,Q2_G_direct
243,2025-09-01,2025-09-01,5330.041797646892,5453.435341396891,5315.952841396891,previous_confirmed_contract_and_last_release,Q2_G_direct
244,2025-09-02,2025-09-02,8599.42598740803,8605.66129240803,8460.48079240803,previous_confirmed_contract_and_last_release,Q2_G_direct
245,2025-09-03,2025-09-03,8546.710241928915,8575.846714428913,8433.903964428915,previous_confirmed_contract_and_last_release,Q2_G_direct
246,2025-09-04,2025-09-04,9149.248355766671,9225.82293201667,9039.289682016672,previous_confirmed_contract_and_last_release,Q2_G_direct
247,2025-09-05,2025-09-05,8867.390230816645,8811.061900816645,8748.203650816646,previous_confirmed_contract_and_last_release,Q2_G_direct
248,2025-09-06,2025-09-06,9337.63197624999,9281.806809999991,9204.017559999991,previous_confirmed_contract_and_last_release,Q2_G_direct
249,2025-09-07,2025-09-07,9391.235637407408,9389.82710740741,9272.125107407408,previous_confirmed_contract_and_last_release,Q2_G_direct
250,2025-09-08,2025-09-08,9216.547992453705,9149.899373703705,9091.227790370373,previous_confirmed_contract_and_last_release,Q2_G_direct
251,2025-09-09,2025-09-09,6782.868425222225,6743.681195222224,5062.52676,previous_confirmed_contract_and_last_release,Q2_G_direct
252,2025-09-10,2025-09-10,6580.9113028629645,6552.067187631484,6535.505150594447,previous_confirmed_contract_and_last_release,Q2_G_direct
253,2025-09-11,2025-09-11,6757.278909704077,6740.266149704076,5122.368935111482,previous_confirmed_contract_and_last_release,Q2_G_direct
254,2025-09-12,2025-09-12,6939.169570262039,6923.028992762039,6871.378742762039,previous_confirmed_contract_and_last_release,Q2_G_direct
255,2025-09-13,2025-09-13,6703.402042108027,6735.9265533580265,6646.719303358027,previous_confirmed_contract_and_last_release,Q2_G_direct
256,2025-09-14,2025-09-14,6949.959810093049,6986.446147593049,6895.627064259716,previous_confirmed_contract_and_last_release,Q2_G_direct
257,2025-09-15,2025-09-15,6156.07223273148,6121.297421481479,5930.585138351859,previous_confirmed_contract_and_last_release,Q2_G_direct
258,2025-09-16,2025-09-16,4153.79462462963,4153.91352962963,4126.378372222222,previous_confirmed_contract_and_last_release,Q2_G_direct
259,2025-09-17,2025-09-17,3781.4136772499864,3724.714143916653,3716.1289029629615,previous_confirmed_contract_and_last_release,Q2_G_direct
260,2025-09-18,2025-09-18,4214.649381055557,4159.029541240742,3948.875705648148,previous_confirmed_contract_and_last_release,Q2_G_direct
261,2025-09-19,2025-09-19,4093.7533729166657,4152.467509166666,4105.164259166666,previous_confirmed_contract_and_last_release,Q2_G_direct
262,2025-09-20,2025-09-20,4373.0264627006245,4384.103216450624,4238.397201111111,previous_confirmed_contract_and_last_release,Q2_G_direct
263,2025-09-21,2025-09-21,4575.419363169318,4557.961437243392,4523.155105283513,previous_confirmed_contract_and_last_release,Q2_G_direct
264,2025-09-22,2025-09-22,4157.247871296297,4198.402546296296,4170.506296296297,previous_confirmed_contract_and_last_release,Q2_G_direct
265,2025-09-23,2025-09-23,3899.3302618518524,3962.4165193518525,3904.6965193518527,previous_confirmed_contract_and_last_release,Q2_G_direct
266,2025-09-24,2025-09-24,4075.042456666667,4188.249762222223,4085.361012222223,previous_confirmed_contract_and_last_release,Q2_G_direct
267,2025-09-25,2025-09-25,4418.155980679009,4427.819420493824,4293.843580896623,previous_confirmed_contract_and_last_release,Q2_G_direct
268,2025-09-26,2025-09-26,4154.337869024582,4125.993775274582,4139.202775274582,previous_confirmed_contract_and_last_release,Q2_G_direct
269,2025-09-27,2025-09-27,4736.408795465372,4725.044551715372,4726.075051715372,previous_confirmed_contract_and_last_release,Q2_G_direct
270,2025-09-28,2025-09-28,4037.3707536111115,4029.0081111111112,4035.349361111111,previous_confirmed_contract_and_last_release,Q2_G_direct
271,2025-09-29,2025-09-29,4408.837913352957,4353.876082288142,4383.653743399254,previous_confirmed_contract_and_last_release,Q2_G_direct
272,2025-09-30,2025-09-30,4127.480990690948,4056.235226802059,4134.807060135392,previous_confirmed_contract_and_last_release,Q2_G_direct
273,2025-10-01,2025-10-01,4568.7471780281185,4569.088248028119,4166.743123148148,previous_confirmed_contract_and_last_release,Q2_G_direct
274,2025-10-02,2025-10-02,6607.6489229252375,6589.031297925238,6561.247547925238,previous_confirmed_contract_and_last_release,Q2_G_direct
275,2025-10-03,2025-10-03,6933.751416805559,6935.891965555559,6894.469465555559,previous_confirmed_contract_and_last_release,Q2_G_direct
276,2025-10-04,2025-10-04,6685.298383583029,6659.97768608303,6640.090102749696,previous_confirmed_contract_and_last_release,Q2_G_direct
277,2025-10-05,2025-10-05,6610.262318553702,6568.670877303703,6545.350377303702,previous_confirmed_contract_and_last_release,Q2_G_direct
278,2025-10-06,2025-10-06,6492.574848965008,6485.106802715008,6447.997552715007,previous_confirmed_contract_and_last_release,Q2_G_direct
279,2025-10-07,2025-10-07,6387.04658523891,6395.53996023891,5538.474756699692,previous_confirmed_contract_and_last_release,Q2_G_direct
280,2025-10-08,2025-10-08,6921.582152215356,6846.403397215356,6857.56989898111,previous_confirmed_contract_and_last_release,Q2_G_direct
281,2025-10-09,2025-10-09,5367.179293639447,5359.170583639447,5337.574333639447,previous_confirmed_contract_and_last_release,Q2_G_direct
282,2025-10-10,2025-10-10,5491.0963955000025,5488.067490500002,5477.137740500002,previous_confirmed_contract_and_last_release,Q2_G_direct
283,2025-10-11,2025-10-11,4953.563180782885,4919.79253346807,4954.516348282885,previous_confirmed_contract_and_last_release,Q2_G_direct
284,2025-10-12,2025-10-12,5416.466354442848,5403.9012669428475,5394.984516942847,previous_confirmed_contract_and_last_release,Q2_G_direct
285,2025-10-13,2025-10-13,4921.667206352314,4919.549431352313,4902.921931352314,previous_confirmed_contract_and_last_release,Q2_G_direct
286,2025-10-14,2025-10-14,5351.084423046297,5378.016439296297,5326.736689296297,previous_confirmed_contract_and_last_release,Q2_G_direct
287,2025-10-15,2025-10-15,4509.796887407406,4498.296387407406,4491.619887407406,previous_confirmed_contract_and_last_release,Q2_G_direct
288,2025-10-16,2025-10-16,4065.76223625,4063.7817375,4054.7622375,previous_confirmed_contract_and_last_release,Q2_G_direct
289,2025-10-17,2025-10-17,4156.5266624999995,4116.411978333333,4151.318894999999,previous_confirmed_contract_and_last_release,Q2_G_direct
290,2025-10-18,2025-10-18,3987.9967675833354,4011.3830238333353,3981.811273833336,previous_confirmed_contract_and_last_release,Q2_G_direct
291,2025-10-19,2025-10-19,4516.1358994444445,4535.0902819444445,4527.369031944444,previous_confirmed_contract_and_last_release,Q2_G_direct
292,2025-10-20,2025-10-20,4249.23480287037,4233.89451287037,4247.77551287037,previous_confirmed_contract_and_last_release,Q2_G_direct
293,2025-10-21,2025-10-21,4083.251715326114,4038.823754955744,4045.216444492781,previous_confirmed_contract_and_last_release,Q2_G_direct
294,2025-10-22,2025-10-22,4394.691052777972,4402.558571527971,4155.430281335935,previous_confirmed_contract_and_last_release,Q2_G_direct
295,2025-10-23,2025-10-23,3831.8323029166672,3826.639269166667,3834.869769166667,previous_confirmed_contract_and_last_release,Q2_G_direct
296,2025-10-24,2025-10-24,4458.067234003919,4439.190872892807,4457.635984003919,previous_confirmed_contract_and_last_release,Q2_G_direct
297,2025-10-25,2025-10-25,3988.9520327777773,3998.317500277777,3990.798000277777,previous_confirmed_contract_and_last_release,Q2_G_direct
298,2025-10-26,2025-10-26,4155.762106462968,4164.623063962968,4154.0653139629685,previous_confirmed_contract_and_last_release,Q2_G_direct
299,2025-10-27,2025-10-27,4576.182012611115,4592.402247611115,4580.207247611115,previous_confirmed_contract_and_last_release,Q2_G_direct
300,2025-10-28,2025-10-28,4432.537186607412,4436.858840357412,4191.626975185186,previous_confirmed_contract_and_last_release,Q2_G_direct
301,2025-10-29,2025-10-29,4308.969830972224,4302.725462222224,4315.683212222224,previous_confirmed_contract_and_last_release,Q2_G_direct
302,2025-10-30,2025-10-30,4193.963371592595,4194.601239092594,4042.248073703704,previous_confirmed_contract_and_last_release,Q2_G_direct
303,2025-10-31,2025-10-31,4078.007056253704,4091.527197503704,4080.522447503704,previous_confirmed_contract_and_last_release,Q2_G_direct
304,2025-11-01,2025-11-01,4552.431489537042,4531.052334537041,4537.758084537041,previous_confirmed_contract_and_last_release,Q2_G_direct
305,2025-11-02,2025-11-02,4752.6095609618205,4751.060938461821,4758.914938461821,previous_confirmed_contract_and_last_release,Q2_G_direct
306,2025-11-03,2025-11-03,4090.3306879328857,4114.505790432886,4083.5037904328856,previous_confirmed_contract_and_last_release,Q2_G_direct
307,2025-11-04,2025-11-04,4460.19686638737,4468.1918588873705,4467.501108887371,previous_confirmed_contract_and_last_release,Q2_G_direct
308,2025-11-05,2025-11-05,4066.8802258796286,4068.5768496296287,4069.815099629629,previous_confirmed_contract_and_last_release,Q2_G_direct
309,2025-11-06,2025-11-06,4407.503964731481,4448.131652231481,4405.031374453703,previous_confirmed_contract_and_last_release,Q2_G_direct
310,2025-11-07,2025-11-07,4201.362290695133,4243.9524094451335,4203.363159445133,previous_confirmed_contract_and_last_release,Q2_G_direct
311,2025-11-08,2025-11-08,4492.590729861114,4479.852328611113,4502.830078611113,previous_confirmed_contract_and_last_release,Q2_G_direct
312,2025-11-09,2025-11-09,4533.566522592593,4529.185131342593,4530.885381342593,previous_confirmed_contract_and_last_release,Q2_G_direct
313,2025-11-10,2025-11-10,4261.527054212963,4241.659775462963,4266.863525462964,previous_confirmed_contract_and_last_release,Q2_G_direct
314,2025-11-11,2025-11-11,4208.027853749999,4239.628034999999,4218.848534999998,previous_confirmed_contract_and_last_release,Q2_G_direct
315,2025-11-12,2025-11-12,4171.29451655667,4158.04217780667,4174.24292780667,previous_confirmed_contract_and_last_release,Q2_G_direct
316,2025-11-13,2025-11-13,4702.587465101857,4686.950566166672,4704.094751351857,previous_confirmed_contract_and_last_release,Q2_G_direct
317,2025-11-14,2025-11-14,4564.22955975926,4587.43421475926,4578.48221475926,previous_confirmed_contract_and_last_release,Q2_G_direct
318,2025-11-15,2025-11-15,4564.33478547223,4566.920751722229,4564.39700172223,previous_confirmed_contract_and_last_release,Q2_G_direct
319,2025-11-16,2025-11-16,4661.059832338704,4679.127643588705,4659.533143588705,previous_confirmed_contract_and_last_release,Q2_G_direct
320,2025-11-17,2025-11-17,4500.0676957592605,4469.35224825926,4395.949331018522,previous_confirmed_contract_and_last_release,Q2_G_direct
321,2025-11-18,2025-11-18,4559.998565919294,4593.261568419294,4550.432068419294,previous_confirmed_contract_and_last_release,Q2_G_direct
322,2025-11-19,2025-11-19,4631.485848638892,4671.653088638892,4594.390897509265,previous_confirmed_contract_and_last_release,Q2_G_direct
323,2025-11-20,2025-11-20,4574.592256018517,4526.873672314814,4549.461931574073,previous_confirmed_contract_and_last_release,Q2_G_direct
324,2025-11-21,2025-11-21,4748.820656969238,4744.3378619692385,4704.481269529597,previous_confirmed_contract_and_last_release,Q2_G_direct
325,2025-11-22,2025-11-22,4709.447551555327,4764.461941555327,4708.304191555327,previous_confirmed_contract_and_last_release,Q2_G_direct
326,2025-11-23,2025-11-23,4695.35774501003,4708.82090126003,4427.2712742435215,previous_confirmed_contract_and_last_release,Q2_G_direct
327,2025-11-24,2025-11-24,4248.261144105107,4255.510302855107,4219.184483950786,previous_confirmed_contract_and_last_release,Q2_G_direct
328,2025-11-25,2025-11-25,4284.31094592592,4241.86423842592,4273.00798842592,previous_confirmed_contract_and_last_release,Q2_G_direct
329,2025-11-26,2025-11-26,4605.314083851857,4603.627333851857,4592.429083851856,previous_confirmed_contract_and_last_release,Q2_G_direct
330,2025-11-27,2025-11-27,4908.950505296294,4907.755867796294,4907.380117796294,previous_confirmed_contract_and_last_release,Q2_G_direct
331,2025-11-28,2025-11-28,4504.352814508515,4523.187099508515,4349.087402777777,previous_confirmed_contract_and_last_release,Q2_G_direct
332,2025-11-29,2025-11-29,4858.1216297908995,4830.291421040899,4656.473168443534,previous_confirmed_contract_and_last_release,Q2_G_direct
333,2025-11-30,2025-11-30,4637.458188240595,4589.622192870223,4124.285683240741,previous_confirmed_contract_and_last_release,Q2_G_direct
334,2025-12-01,2025-12-01,4246.956314688501,4243.229298438501,4009.3377369444447,previous_confirmed_contract_and_last_release,Q2_G_direct
335,2025-12-02,2025-12-02,4320.064229351852,4236.657874907408,4320.450569351852,previous_confirmed_contract_and_last_release,Q2_G_direct
336,2025-12-03,2025-12-03,4132.349300240742,4141.165684500002,3899.547149351852,previous_confirmed_contract_and_last_release,Q2_G_direct
337,2025-12-04,2025-12-04,4544.902175891668,4541.100230891668,4498.014249055588,previous_confirmed_contract_and_last_release,Q2_G_direct
338,2025-12-05,2025-12-05,5484.329231126863,5501.162714876863,5323.78499268519,previous_confirmed_contract_and_last_release,Q2_G_direct
339,2025-12-06,2025-12-06,4552.455753611113,4497.603526666669,4106.910369259259,previous_confirmed_contract_and_last_release,Q2_G_direct
340,2025-12-07,2025-12-07,4392.610917092596,4391.305167092595,4112.815348981481,previous_confirmed_contract_and_last_release,Q2_G_direct
341,2025-12-08,2025-12-08,4477.8658332037,4492.5099957037,4214.6695131481465,previous_confirmed_contract_and_last_release,Q2_G_direct
342,2025-12-09,2025-12-09,4997.5142920462995,5023.793230796299,4961.739563462967,previous_confirmed_contract_and_last_release,Q2_G_direct
343,2025-12-10,2025-12-10,4829.646644911821,4839.07547991182,4664.08391553101,previous_confirmed_contract_and_last_release,Q2_G_direct
344,2025-12-11,2025-12-11,5297.801949299092,5290.485646799091,5164.44773855983,previous_confirmed_contract_and_last_release,Q2_G_direct
345,2025-12-12,2025-12-12,5469.650036250007,5461.869112500007,5471.598112500007,previous_confirmed_contract_and_last_release,Q2_G_direct
346,2025-12-13,2025-12-13,5003.902500680047,5002.869146930047,5004.958646930047,previous_confirmed_contract_and_last_release,Q2_G_direct
347,2025-12-14,2025-12-14,4900.817348260399,4900.726770760399,4510.910159999999,previous_confirmed_contract_and_last_release,Q2_G_direct
348,2025-12-15,2025-12-15,4727.6506117668005,4712.6389867668,4704.757003840878,previous_confirmed_contract_and_last_release,Q2_G_direct
349,2025-12-16,2025-12-16,5268.411527153863,5310.316652153863,5274.149402153864,previous_confirmed_contract_and_last_release,Q2_G_direct
350,2025-12-17,2025-12-17,5264.841078429272,5230.5292946792715,5265.736544679272,previous_confirmed_contract_and_last_release,Q2_G_direct
351,2025-12-18,2025-12-18,5588.601532296303,5629.7970072963035,5588.214757296303,previous_confirmed_contract_and_last_release,Q2_G_direct
352,2025-12-19,2025-12-19,5196.959236311112,5190.222998811112,5190.810998811113,previous_confirmed_contract_and_last_release,Q2_G_direct
353,2025-12-20,2025-12-20,4474.56591504241,4500.81975879241,4476.29100879241,previous_confirmed_contract_and_last_release,Q2_G_direct
354,2025-12-21,2025-12-21,5119.566252778707,5150.567604028707,5129.964354028707,previous_confirmed_contract_and_last_release,Q2_G_direct
355,2025-12-22,2025-12-22,4953.23491161111,4958.07643911111,4940.67943911111,previous_confirmed_contract_and_last_release,Q2_G_direct
356,2025-12-23,2025-12-23,4627.486084944221,4604.765138694222,4623.528638694222,previous_confirmed_contract_and_last_release,Q2_G_direct
357,2025-12-24,2025-12-24,4888.866230693304,4883.956816943304,4895.459566943304,previous_confirmed_contract_and_last_release,Q2_G_direct
358,2025-12-25,2025-12-25,4675.766653483333,4670.687289733333,4674.182289733333,previous_confirmed_contract_and_last_release,Q2_G_direct
359,2025-12-26,2025-12-26,4517.215380509232,4527.188220509232,4515.3179705092325,previous_confirmed_contract_and_last_release,Q2_G_direct
360,2025-12-27,2025-12-27,5058.5349176848395,5068.54525393484,5054.029003934839,previous_confirmed_contract_and_last_release,Q2_G_direct
361,2025-12-28,2025-12-28,4949.102913645433,4967.877041145433,4956.832541145433,previous_confirmed_contract_and_last_release,Q2_G_direct
362,2025-12-29,2025-12-29,4967.519704907405,4980.115354907405,4961.804854907406,previous_confirmed_contract_and_last_release,Q2_G_direct
363,2025-12-30,2025-12-30,5026.124697212619,4976.966914712619,5011.212664712619,previous_confirmed_contract_and_last_release,Q2_G_direct
364,2025-12-31,2025-12-31,4932.911720006391,4949.575542506391,4920.447042506391,previous_confirmed_contract_and_last_release,Q2_G_direct
