path,size_bytes,sha256
Q2\results\q2_final_validation_v3\01_cost_audit\raw_models\M1\daily_results.csv,47802,22b8590b60ab6bc328c46936a1daecc01296d1832ed5d52f465a26df98916f7d
Q2\results\q2_final_validation_v3\01_cost_audit\raw_models\M1\interval_results.csv,7761831,83a3086d6908ab6d03825e3d9ba2b6a7593d460a2249c6e8db56cd48e325aedd
Q2\results\q2_final_validation_v3\01_cost_audit\raw_models\M1\scenario_metadata.csv,173,54bbc4fd7256819c657c6ab73ed2743f711b5e47c00f824299759ee1a1ad4233
Q2\results\q2_final_validation_v3\01_cost_audit\raw_models\M2-TV\daily_results.csv,53205,03d479c82118daa75bd06e06f27db24c6475c245df2de16746daf7a1984ed9fa
Q2\results\q2_final_validation_v3\01_cost_audit\raw_models\M2-TV\interval_results.csv,7869544,945e1ca5ed97cd7b2269ad546c3f8750d183036e5f00fd573f0c5a052ce9f6ce
Q2\results\q2_final_validation_v3\01_cost_audit\raw_models\M2-TV\scenario_metadata.csv,731837,0d892b9ab0264c04194b0c9327a7366f45b63cdbc25e4429b374df30d04af8f3
Q2\results\q2_final_validation_v3\01_cost_audit\raw_models\Recency-gamma-0.05\daily_results.csv,53767,59eb4be8c759f98c58c6385a0accb0a79b0c6dec648497357b71a9b8aa1e198e
Q2\results\q2_final_validation_v3\01_cost_audit\raw_models\Recency-gamma-0.05\interval_results.csv,7897897,662245f8dc7c01464d8a362f06b381da152260deb47559b22680b02c80486c14
Q2\results\q2_final_validation_v3\01_cost_audit\raw_models\Recency-gamma-0.05\scenario_metadata.csv,336058,6ecc93d56c2df6f9e005490b4ff469f2a40ac5ab584da8b166e52b35be2c5033
Q2\results\q2_final_validation_v3\02_information_audit\detailed_leakage_audit.json,2382,0bb2cb82bbbab24f7dc73e3e874a4f608c9d10bbd47f5c1fbb29811782444923
Q2\results\q2_final_validation_v3\02_information_audit\mapping_B_runs\CAL-CVaR.npz,863126,f05e3aa9d02e7835d44fe7ec7d18599b578cc906a60646d46a08f53681476bec
Q2\results\q2_final_validation_v3\02_information_audit\mapping_B_runs\CAL-CVaR_summary.json,1007,0a66cf5e0975c32996889c456824bdd6583e0eb64ac804914f7f7ed802223dab
Q2\results\q2_final_validation_v3\02_information_audit\mapping_B_runs\M1.npz,830638,49f56c1607bcd8fd8da3286dcf90e46306074cb997d1f3a54fef356ec1c0cf69
Q2\results\q2_final_validation_v3\02_information_audit\mapping_B_runs\M1_summary.json,802,c440d1d915c0fa3585a0576635d2079061de2131ee93764a09958e7fee58db39
Q2\results\q2_final_validation_v3\02_information_audit\mapping_B_runs\M2-TV.npz,859350,f3366e8fcb2216b11d4fe3fb0b14f7dc6478fce7784eab45e13cbd4da8db87d5
Q2\results\q2_final_validation_v3\02_information_audit\mapping_B_runs\M2-TV_summary.json,1002,c9260d149600a2e0fac6345974cd5d47642b39d5069aaee762f606d8e62210c2
Q2\results\q2_final_validation_v3\02_information_audit\mapping_B_runs\Recency-gamma-0.05.npz,866939,0f8c73e0266a745042cb090e0886782515516a0d7ab3f7c8e080c6eea5a16ee6
Q2\results\q2_final_validation_v3\02_information_audit\mapping_B_runs\Recency-gamma-0.05_summary.json,1007,98738efc21e6c78070b1f2ec9c3fe439fea79446c01348f488edecd2f2458e59
Q2\results\q2_final_validation_v3\02_information_audit\Q2_AUDIT_EVIDENCE.csv,816,8320276a2ef04464b9577bc81078d4880504af9634c619306ccd1af9eb75445f
Q2\results\q2_final_validation_v3\02_information_audit\q2_time_alignment_audit.csv,12205,544786c82dca02abfbd71f0a9deb650fd7f10255327ae64bd9bfedb025d7038e
Q2\results\q2_final_validation_v3\02_information_audit\time_mapping_dual_run.csv,863,1f2be5b4bcfce5b54255210f7e468faf031a46d1e1f51bff974db3f3501b4d91
Q2\results\q2_final_validation_v3\03_physical_audit\detailed_physical_audit.json,3963,0260e329bb05ec2f2f0fe175ce57b2efba5b66b6a8507900c6074d167cdb1775
Q2\results\q2_final_validation_v3\03_physical_audit\Q2_AUDIT_EVIDENCE.csv,1514,3bfe915de0fbc1f21eb8c35772a3e3d2bb64fa305ce1a9a564b24648d816154a
Q2\results\q2_final_validation_v3\04_terminal\CAL-CVaR_dec31_plan_target.npz,4291,cc4e65b49e957fec26bfbfa95fefda277cce05c1c6be5c0e37c3c5afad617baf
Q2\results\q2_final_validation_v3\04_terminal\CVaR-tau-0.95-rho-0.05_dec31_plan_target.npz,4262,02a184893cb395a6d66bec47981c7a8c43221b3198f0537c3f1d744cd1309b64
Q2\results\q2_final_validation_v3\04_terminal\M1_dec31_plan_target.npz,4343,7c4e1c82cfdc255d8830b59127ea07af1c7b14f8522abb3b1073f7b77d77440c
Q2\results\q2_final_validation_v3\04_terminal\M2-TV_dec31_plan_target.npz,4380,e679b4d29b5ea461ee80dcb127ca25d2a6e97b1dd87dfb6c1eb8a8702e2d8f2d
Q2\results\q2_final_validation_v3\04_terminal\Recency-gamma-0.05_dec31_plan_target.npz,4312,923a2ee70245a4b08d5d359eac1bf53c563db409c1a53f99a4043115c69b29f1
Q2\results\q2_final_validation_v3\04_terminal\terminal_fairness_v2.csv,1746,eb438bbdb4e2ea751eaae39bc83476e90bf111522a55e8ec68e477ced8b95f96
Q2\results\q2_final_validation_v3\04_terminal\terminal_fairness_v2.json,3467,6ed8ee5c6fa9539e779a1b0c44e67b7c0b02b9746dfb0e7f4adec3e11d52fa6b
Q2\results\q2_final_validation_v3\05_cvar_stability\cvar_unit_test.json,1919,681ed53d13a14f39af34826e65a3ab5688615dd120fc8cd2ee515db54c835435
Q2\results\q2_final_validation_v3\05_cvar_stability\exploratory_cvar95_stability.csv,2205,7c9a1da59da7df1664a812daeca5fd0b12c8f862ef3b116fc8d31f8fdbc543c6
Q2\results\q2_final_validation_v3\05_cvar_stability\formal_cvar_scenario_stability.csv,2026,1097f6269eee11dbd8ecc6d9648c9df8045987ecbd36d3b3efd6cb169a1e6e50
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\exploratory_tau95_rho005_gamma002_S100.npz,859663,27a003977f77006b683365295ae46206e74ef9235122b9d1b77ed6b9edc16a02
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\exploratory_tau95_rho005_gamma002_S100_summary.json,1051,efc6199cc46c1209882291200a143dbc590efd3d4cb82e88dedc5fa453a9a59f
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\exploratory_tau95_rho005_gamma002_S20.npz,861915,e02c7c042355c9adadf4389a0f4b642639e3ddcdd0be5920c6ad55009b4d8a2f
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\exploratory_tau95_rho005_gamma002_S20_summary.json,1051,55a2a4eca59f523e90caa98b80d92e3247a4ed4d5ca9c3b8d4b28e3a6d81f1f0
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\exploratory_tau95_rho005_gamma002_S50.npz,859695,96774b3f8b65ef837e6a5d0f70cfaf6260c22f79c8c2e0b8ae0fa0c01846e18c
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\exploratory_tau95_rho005_gamma002_S50_summary.json,1044,e38eab7efce50ac2c54c7b516dc386b027021cc28c0d7b1ca4c2784cf9aebabc
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\formal_tau90_rho005_gamma0_S100.npz,860566,a400abf397b469131068acefd4d732b042c77cd2d5012098df56b503dc70bc9c
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\formal_tau90_rho005_gamma0_S100_summary.json,1043,a3d1c2caa3259cd813553531762310b6e2579055f8d0d90f6fe34c35463879bb
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\formal_tau90_rho005_gamma0_S20.npz,861412,4184f03a7b3c3f4aae574b4c8afeb36cabd1c468103f49049032f72c9f26d23e
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\formal_tau90_rho005_gamma0_S20_summary.json,1051,7420f561f543140d071a0fe2c70db6160f1481e9465dfa5df217df4d188bdbd3
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\formal_tau90_rho005_gamma0_S30.npz,860408,a52e5a1df21f73afb80d8353ce53739df0e12f4e4dd689d0f20410701fdfff5e
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\formal_tau90_rho005_gamma0_S30_summary.json,1041,54234ce9247ef692d83f226141f484e3c6158a59038a3a30487aa0b5fcd65f56
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\formal_tau90_rho005_gamma0_S50.npz,859845,a2aadbfbec4ed2a8ea83f3c4b02e13646dff860e034d09a37306f7b531cc3a88
Q2\results\q2_final_validation_v3\05_cvar_stability\runs\formal_tau90_rho005_gamma0_S50_summary.json,1052,051e7440902db3e0188edc01362fcc70b227abc4c6d786aef0b0d58612fecc07
Q2\results\q2_final_validation_v3\06_recency\recency_gamma_sensitivity.csv,2628,0af6c9ad7f54d6ae41e3cf098e75ad07e43f416f62bb5face5e9b11fad8d3481
Q2\results\q2_final_validation_v3\06_recency\recency_weight_audit.csv,336058,6ecc93d56c2df6f9e005490b4ff469f2a40ac5ab584da8b166e52b35be2c5033
Q2\results\q2_final_validation_v3\06_recency\recency_weight_summary.json,494,8045db2f0a74501ee3043a54d9da3d5140111879f9d179601cdd305d96efd956
Q2\results\q2_final_validation_v3\06_recency\runs\gamma_0p0.json,1001,fc251d39d5591a65ff428abfdb12edc5f76e791a0bbcd89cdf4fc42e943aa5fc
Q2\results\q2_final_validation_v3\06_recency\runs\gamma_0p0.npz,865443,d9dc35d7c356642a0f85cd185ccce210733752c35f4e1c646341c4bf9e59aaf5
Q2\results\q2_final_validation_v3\06_recency\runs\gamma_0p01.json,1010,15f52265d89442c2b0cc9d6e915e0a7e2db132f24c4534544301d4a6dc367000
Q2\results\q2_final_validation_v3\06_recency\runs\gamma_0p01.npz,864927,25fa27ccc537ee55c489c12654099cd92007a571860c927f11e5a06000d919b2
Q2\results\q2_final_validation_v3\06_recency\runs\gamma_0p03.json,1007,dd9b4b509bd57a431a7d13dd698bff6280025567e9b1118bcb96061cee8a3590
Q2\results\q2_final_validation_v3\06_recency\runs\gamma_0p03.npz,866474,a10be156ddfaa3d41bd5de472a90c793b70e413d8604cf861b3c03d52de121fa
Q2\results\q2_final_validation_v3\06_recency\runs\gamma_0p04.json,1009,df0429415b99cc5a34f23df97e838625bb9d87d582b5c07bcac4d1ff19db59df
Q2\results\q2_final_validation_v3\06_recency\runs\gamma_0p04.npz,866722,20554f92222bd6a99c00ed69c4548d76902666b5eb8cb87909eee98aeae77b94
Q2\results\q2_final_validation_v3\06_recency\runs\gamma_0p07.json,1006,d4dc84d377272d1d4c466ef7e6f083ee4779a8f92a363f73a294d6dc9a8e2ccc
Q2\results\q2_final_validation_v3\06_recency\runs\gamma_0p07.npz,866760,3c4266ef72694a9ca9e1c3e9dc8c84c3bb10fadb8b91fe5943283693038eb8be
Q2\results\q2_final_validation_v3\06_recency\runs\gamma_0p1.json,1010,c57072812375bc26067e2852a2980f174d780b95091d258a04dac1b557f350bc
Q2\results\q2_final_validation_v3\06_recency\runs\gamma_0p1.npz,867583,78d18fa7c23548e0ac2af65ac207412826482db101dd970a60807fa61380b088
Q2\results\q2_final_validation_v3\07_online_selector\config.json,2372,da77479b0514ef8fbe33fb7a015c1b68818775b1505805a94b91347b17db5e6f
Q2\results\q2_final_validation_v3\07_online_selector\config_SMOKE_DAY31.json,2342,cb7b734b15dbdb185bd85e48997aca3004dfcaf8c0c076ef95860dfbcbbcae9b
Q2\results\q2_final_validation_v3\07_online_selector\config_SMOKE_PARALLEL.json,2368,dd925765eab62ce9849507f732dbfb0efabcdc8fe33d8c3a071dcc11218b1143
Q2\results\q2_final_validation_v3\07_online_selector\online_parameter_path.csv,280777,4e5a935b17ec3711cdb53b4c90a1a0799d78266d23269aa69b2d3fb83b384568
Q2\results\q2_final_validation_v3\07_online_selector\online_parameter_path_SMOKE_DAY31.csv,843,ec1b5a47cb520728ce7c56f1dae3163d88bacecaaf1e680ccf573ac21dd0250f
Q2\results\q2_final_validation_v3\07_online_selector\online_parameter_path_SMOKE_PARALLEL.csv,843,ec1b5a47cb520728ce7c56f1dae3163d88bacecaaf1e680ccf573ac21dd0250f
Q2\results\q2_final_validation_v3\07_online_selector\online_selector_results.csv,650,81fab7a7a57db803efe37ccc68b6957efd019f1ae73df90457af6d791dd628fc
Q2\results\q2_final_validation_v3\07_online_selector\online_selector_results_SMOKE_DAY31.csv,625,887b9c8c20fca0b7fc5e1f7191f95f96ae5fb1bf2e1159879c3cd3d2e656ad6f
Q2\results\q2_final_validation_v3\07_online_selector\online_selector_results_SMOKE_PARALLEL.csv,625,6cae1dfc2e8816361c05f8ffa37f64aac0a4a1c1f6ec2ded74fcb48db181e400
Q2\results\q2_final_validation_v3\07_online_selector\runs\ONLINE_RISK_SP.npz,865331,56f3cfa663d2851f90ef9b7e20972542488aa81584684ae7d71c7f0c0f039fea
Q2\results\q2_final_validation_v3\07_online_selector\runs\ONLINE_RISK_SP_interval.csv,7357481,dad8c331c12852a718f1853a42b854e36d4fa03d1601fc98dbecf2f95f4d62aa
Q2\results\q2_final_validation_v3\07_online_selector\runs\ONLINE_RISK_SP_summary.json,804,b80f2a542852cc1c5c9e16a4c479e082725a07f1877ee700253a237cff53a02b
Q2\results\q2_final_validation_v3\07_online_selector\runs\SMOKE_DAY31.npz,7178,ada8a7f525d9edc5ca6b1556e1029a48f8f492a8a27dbcfe5e87f6960b5b9562
Q2\results\q2_final_validation_v3\07_online_selector\runs\SMOKE_DAY31_summary.json,779,0e19fe065831e8d197678b441030cdd8573acd96d8498128d8b468ce79ae4517
Q2\results\q2_final_validation_v3\07_online_selector\runs\SMOKE_PARALLEL.npz,7178,ada8a7f525d9edc5ca6b1556e1029a48f8f492a8a27dbcfe5e87f6960b5b9562
Q2\results\q2_final_validation_v3\07_online_selector\runs\SMOKE_PARALLEL_interval.csv,21465,403d9354c9a826a8d40e88dac99ebda1d35fc217c4f120cc1388b4a79202f14f
Q2\results\q2_final_validation_v3\07_online_selector\runs\SMOKE_PARALLEL_summary.json,779,913509c4cc13832403bd1a4bd04db0743d2cf0a54d1459f5f7b1e79b2ef0c0e9
Q2\results\q2_final_validation_v3\07_online_selector\solve_diagnostics.csv,9022,5f2a54450a7171767c5298a84b9ae64fd03b2652bf6163becac896ef57d1e774
Q2\results\q2_final_validation_v3\07_online_selector\solve_diagnostics_SMOKE_DAY31.csv,87,b4d47320afabb0f0c9eea660d3ada08066d70661514df1e8d690fbd6bdb2a7f0
Q2\results\q2_final_validation_v3\07_online_selector\solve_diagnostics_SMOKE_PARALLEL.csv,88,419e4ae44718d2830a128d525916f4d180f75a60e930a933aec373c6acf773a2
Q2\results\q2_final_validation_v3\08_calibration\calibration_leave_block_out_raw.csv,43084,b62004550aed20eafa44ad3e21d56f4b08aa115c6c863da5613c4639a6a8ccb3
Q2\results\q2_final_validation_v3\08_calibration\calibration_model_selection.csv,3052,c7fd20ed36f921a513dfe9999696513e2390f0a4ecb4975d2efd2e3c3a7f0776
Q2\results\q2_final_validation_v3\08_calibration\calibration_stability.csv,1342,30ec3c1df9f771247ccffddb76783c3e69071345895621860121baa059dab07c
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p00_r0p00.json,1001,9c9a142be597d027326da83764304b73c2ea203049ac0ddc6babf7d2531a3cba
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p00_r0p00.npz,54376,5cc798f159ae774a8f1f448cba98aae5bd9605aeba7b83670e50a191feac7e64
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p00_r0p00_daily.csv,3251,61657d46f74e47c162c0102b3509173d42d484d97370be5a1631fd5568ed8a13
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p90_r0p05.json,984,0f04696534a05b1832d89daba52e92f75e1c95e931bc9bf3b7b2ac8753ee4e69
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p90_r0p05.npz,54424,6bb7e8100e053a551358378fdd3ed71b9218966f64ee5ce9214cba2f242fbc77
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p90_r0p05_daily.csv,3243,cabfd672244e4c2de3b345b38bae2af2e98128159e02f7a92ae8957b342f718c
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p90_r0p20.json,983,35a95c7765141bbe84e4b20a889c39530822ee0a6475131a5a581c1f189ce16a
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p90_r0p20.npz,54487,9ce7cb143eeb9bb0bfead8f6326ae166b972eb31e238c0727337d6e2ed911229
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p90_r0p20_daily.csv,3243,e2ac2b3524829b73dc83b186890911d4f2b5ba382784254b10dcc5d5a1ae777d
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p95_r0p05.json,984,c12c263ab9ba89750251fb11f02ad7b5a594fbc6c2cc67179b9b26b3e9dd2a5c
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p95_r0p05.npz,54424,6bb7e8100e053a551358378fdd3ed71b9218966f64ee5ce9214cba2f242fbc77
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p95_r0p05_daily.csv,3243,cabfd672244e4c2de3b345b38bae2af2e98128159e02f7a92ae8957b342f718c
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p95_r0p20.json,983,d39c597de5846960467aab32498d8530cf06a76c1aa07f4e6215dd20f2854dec
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p95_r0p20.npz,54487,9ce7cb143eeb9bb0bfead8f6326ae166b972eb31e238c0727337d6e2ed911229
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p00_t0p95_r0p20_daily.csv,3243,e2ac2b3524829b73dc83b186890911d4f2b5ba382784254b10dcc5d5a1ae777d
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p00_r0p00.json,1001,8a21be642b2055657be68f094e053454d25ab8e078735f852731084ff8b3ae34
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p00_r0p00.npz,54425,30c398fd35d9353ab1748bcfedbb93f55b7109382e3dab156af0c9ef302d8337
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p00_r0p00_daily.csv,3235,09aec6ec4bed27a2c98d0122cca8898bb221aa176679b77b25cbfcb14ba7d9d3
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p90_r0p05.json,985,c01fba08be5b3da0185f677fbf548eb8834c7148f5d5900f0316d590bdca2572
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p90_r0p05.npz,54492,d4a13eb01142ac333b0d4d2b4ae8829f048dbcfadf576eb77b2fdd5121fcfccc
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p90_r0p05_daily.csv,3239,6fca1038aff0f214c626a7f1746e087cb38204e21f922afaaa40d29f94994d23
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p90_r0p20.json,982,8e5748e71b0dfc8c0b976fe510949d30b6c7a52d256d2b7d381fefdeeebb4891
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p90_r0p20.npz,54487,2fbcc1b7a6bd608ae5e3ce866fd0ef5144678803ca039383d302b1d1b473c90d
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p90_r0p20_daily.csv,3238,1cfb9faa07e4897ad38c7f362c1b9029dff07d6ee2d2bdc796d9a9f316361836
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p95_r0p05.json,984,6e4fb602466da5a1860e206f51dbe70c881593092f8de51a6a9bb6c5956fe8d6
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p95_r0p05.npz,54492,d4a13eb01142ac333b0d4d2b4ae8829f048dbcfadf576eb77b2fdd5121fcfccc
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p95_r0p05_daily.csv,3239,6fca1038aff0f214c626a7f1746e087cb38204e21f922afaaa40d29f94994d23
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p95_r0p20.json,983,1a0fc56ba020f0d53176c5000086ef38cfbb57ac723aef740dd6ce1ece9de5ed
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p95_r0p20.npz,54487,2fbcc1b7a6bd608ae5e3ce866fd0ef5144678803ca039383d302b1d1b473c90d
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p02_t0p95_r0p20_daily.csv,3238,1cfb9faa07e4897ad38c7f362c1b9029dff07d6ee2d2bdc796d9a9f316361836
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p00_r0p00.json,1001,fcd3cc5314ce7492381b9de93c616f412020dfc5b811bceb23649b68411d68ec
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p00_r0p00.npz,54394,98ad532a06c6f1e99749321d41a125870fd9bce96614b968d81f3ee6e4292a24
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p00_r0p00_daily.csv,3252,44ed871695767978e9337acb881878ce0c074e93750b69f54b234127adc51856
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p90_r0p05.json,984,51f17fa15131d37868afa91519fe01a05063257c2cac72ddcbff22d8e95f5aea
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p90_r0p05.npz,54522,046818dc8f48efe7f29748bd55b381e32ffea446e0f56f9850baff80d718bdc3
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p90_r0p05_daily.csv,3264,c0b5087548c35624f6a1bed19f62cc25f46b88f4c08d6496e29087897dd9ab24
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p90_r0p20.json,985,bf97a99e89b614e1c17d3c20ab48bf90351f132f2f9a8ab0ed5a8e01895e9e7d
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p90_r0p20.npz,54523,9eebee5f4974e055903ac327fb0b5ab81a4ebdfe632c14e6f5f59f23bd1f81af
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p90_r0p20_daily.csv,3266,583ad087cdc66ced5bff55b6607c46f15963b2d1012dcf7b6b4709bf307fa738
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p95_r0p05.json,985,a4809c9a6d4ab8e0bf38f1b23976bea0a69cc51902197e16fbc7600b6346caac
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p95_r0p05.npz,54523,57a596a6d1edee8f3f4dd4228ca422924b091e1d7c3f52bcfcaa0162c81bb063
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p95_r0p05_daily.csv,3264,0626ebac228dca65c18ed329d557c757fb44407a6a033734d439af11d030ca43
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p95_r0p20.json,986,e8710e8f5812f0c2c3ec0a22b7b26d5e7d947525ef63a069620f2b5687c0147d
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p95_r0p20.npz,54523,9eebee5f4974e055903ac327fb0b5ab81a4ebdfe632c14e6f5f59f23bd1f81af
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p05_t0p95_r0p20_daily.csv,3266,583ad087cdc66ced5bff55b6607c46f15963b2d1012dcf7b6b4709bf307fa738
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p00_r0p00.json,1001,3b53748d50c87dc9a65671c4b724451f46ebc2f7aa2657bd2275d5af33e0d8d8
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p00_r0p00.npz,54420,44a08ff085daef9dffa65006bcb0017ffb0107840c042450f3dd7b01342be28b
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p00_r0p00_daily.csv,3244,0e97e1b745ec8a838662ad71ff7671e6d238658ab0b9c6dd2fc8ba4a367c99f5
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p90_r0p05.json,983,815ca4205d64b3fe62be275693bee4ead905ddea25d5e0ed08fc1a6a85283df6
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p90_r0p05.npz,54456,d468f21756eafbe7d7d8773fe425f359a1a4f75b363567a9beb1223078942f87
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p90_r0p05_daily.csv,3226,c7862485e12fc984b12637d5e2bad84bc3a86b6e7899a977fbad58fa78836f0e
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p90_r0p20.json,983,7fa21a0d7f4011f285dbc0d83f5c2db9741497dd0648aaa0003fe47ad4f5ee77
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p90_r0p20.npz,54521,b9a5a6d39633084767b4bf3434dee67cb9d8904f0b99bd5a4e46bde3640f9267
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p90_r0p20_daily.csv,3246,ed4021e912ab4a95f9ecdee0a628573b9cd482ab249e6ed2a5fe498bb145cc97
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p95_r0p05.json,982,e2dd98f74d965ad294181933e6fbd8e2e24b30b4f4f0a51a1a31d5643e000583
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p95_r0p05.npz,54455,1c95901e07f8c96c717cdee80e0ac55b07d2fa2c1eb892e910329b5cf631046d
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p95_r0p05_daily.csv,3221,a49cc1bd694165cbec989dabb962bde345e1299bf9cc1256cee3b2f83149fc5e
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p95_r0p20.json,982,5ee8dde56290815a76b5699958a178cf31acf4d22379a4fdd1f2461544f6a818
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p95_r0p20.npz,54521,b9a5a6d39633084767b4bf3434dee67cb9d8904f0b99bd5a4e46bde3640f9267
Q2\results\q2_final_validation_v3\08_calibration\runs\g0p10_t0p95_r0p20_daily.csv,3246,ed4021e912ab4a95f9ecdee0a628573b9cd482ab249e6ed2a5fe498bb145cc97
Q2\results\q2_final_validation_v3\09_statistics\block_bootstrap_M1_Empirical_Quantile.json,340,47e4297dd5c930a5f68728988f9ef6dc8cc94b4055bc1f826b26bc55fdfea359
Q2\results\q2_final_validation_v3\09_statistics\block_bootstrap_M2-TV.json,324,9d6b829c77b301be4a368b89c14508beb73822f03adc40e0f842aaa06d39a884
Q2\results\q2_final_validation_v3\09_statistics\daily_comparison.csv,69117,4be68dda16585172baeade8f57caaa49df1516772ee20478fbf805b98f8a8dc2
Q2\results\q2_final_validation_v3\09_statistics\daily_summary.csv,671,be77b2341db93b8ab375032966397048462845e859ff3dfc9603b7a19881cae5
Q2\results\q2_final_validation_v3\09_statistics\monthly_comparison.csv,5653,f540d42152806c4d8a64b85a85146316f64f3917d29f3f36d2d71a092183639d
Q2\results\q2_final_validation_v3\09_statistics\wilcoxon_M1_Empirical_Quantile.json,166,eff25072553229f90e6593bf3270e492eb76d142aedb107ae83d14e0f10871b1
Q2\results\q2_final_validation_v3\09_statistics\wilcoxon_M2-TV.json,146,26d9f991af4cafa8d7f5cc95acd81764d637bfd4d955a20238a8443eda212bdf
Q2\results\q2_final_validation_v3\10_scenario_quality\scenario_quality.csv,2570,d42fbd60998f04d69bd43a614bf39614efa3d66f4b9f891a437ddd2ad8f1b794
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP1_CVAR95S.npz,864006,acfd1605d8a5e5be04f28580aa935e42e0c6585dd491e0d71aaf550b2ee416d7
Q2\results\q2_final_validation_v3\11_top5_rerun\runs\TOP1_CVAR95S_daily.csv,59666,c1ae2d7d1f70e81d598fe2d1996ba8b1f4c7b2a302d56a85ca1e7e5e9e8c610a
