date,start,end,time_period,emergency_kwh,duration_minutes,interval_count
2025-12-02,2025-12-02 21:40:00,2025-12-02 21:50:00,21:40-21:50,5.442583166666372,10.0,1
2025-12-04,2025-12-04 08:20:00,2025-12-04 08:30:00,08:20-08:30,13.0156383333333,10.0,1
2025-12-05,2025-12-05 20:50:00,2025-12-05 21:00:00,20:50-21:00,375.3266256798236,10.0,1
2025-12-06,2025-12-06 20:10:00,2025-12-06 21:40:00,20:10-21:40,2022.8868627166662,90.0,9
2025-12-07,2025-12-07 20:40:00,2025-12-07 20:50:00,20:40-20:50,144.79066251666725,10.0,1
2025-12-07,2025-12-07 21:00:00,2025-12-07 21:10:00,21:00-21:10,27.21101975000015,10.0,1
2025-12-09,2025-12-09 08:10:00,2025-12-09 08:20:00,08:10-08:20,42.065721666666605,10.0,1
2025-12-13,2025-12-13 09:10:00,2025-12-13 10:00:00,09:10-10:00,340.59261591666996,50.0,5
2025-12-13,2025-12-13 20:40:00,2025-12-13 21:20:00,20:40-21:20,500.7185304469643,40.0,4
2025-12-13,2025-12-13 21:30:00,2025-12-13 22:00:00,21:30-22:00,81.79247875000046,30.0,3
2025-12-25,2025-12-25 20:40:00,2025-12-25 21:00:00,20:40-21:00,80.15810088477303,20.0,2
